ItemId,Type_,BasePrice,items
3343,Larger Plate,11.3,"{Original Orange Chicken,Beijing Beef,Black Pepper Chicken,Super Greens,White Rice}"
3344,Larger Plate,11.3,"{Original Orange Chicken,Mushroom Chicken,Mushroom Chicken,Chow Mein,Chow Mein}"
3345,Larger Plate,11.3,"{Original Orange Chicken,Mushroom Chicken,SweetFire Chicken Breast,Chow Mein,Fried Rice}"
3346,Larger Plate,11.3,"{Original Orange Chicken,Mushroom Chicken,String Bean Chicken Breast,Chow Mein,White Rice}"
3347,Larger Plate,11.3,"{Original Orange Chicken,Mushroom Chicken,Black Pepper Chicken,Fried Rice,Fried Rice}"
3348,Larger Plate,11.3,"{Original Orange Chicken,SweetFire Chicken Breast,SweetFire Chicken Breast,Fried Rice,White Rice}"
3349,Larger Plate,11.3,"{Original Orange Chicken,SweetFire Chicken Breast,String Bean Chicken Breast,White Rice,White Rice}"
3350,Larger Plate,11.3,"{Original Orange Chicken,SweetFire Chicken Breast,Black Pepper Chicken,Super Greens,Super Greens}"
3351,Larger Plate,11.3,"{Original Orange Chicken,String Bean Chicken Breast,String Bean Chicken Breast,Super Greens,Chow Mein}"
3352,Larger Plate,11.3,"{Original Orange Chicken,String Bean Chicken Breast,Black Pepper Chicken,Super Greens,Fried Rice}"
3353,Larger Plate,11.3,"{Original Orange Chicken,Black Pepper Chicken,Black Pepper Chicken,Super Greens,White Rice}"
3354,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Chow Mein,Chow Mein}"
3355,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Honey Walnut Shrimp,Chow Mein,Fried Rice}"
3356,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Teriyaki Chicken,Chow Mein,White Rice}"
3357,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Broccoli Beef,Fried Rice,Fried Rice}"
3358,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Kung Pao Chicken,Fried Rice,White Rice}"
3359,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,White Rice,White Rice}"
3360,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Beijing Beef,Super Greens,Super Greens}"
3361,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Mushroom Chicken,Super Greens,Chow Mein}"
3362,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,SweetFire Chicken Breast,Super Greens,Fried Rice}"
3363,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,String Bean Chicken Breast,Super Greens,White Rice}"
3364,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Black Pepper Chicken,Chow Mein,Chow Mein}"
3365,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Honey Walnut Shrimp,Chow Mein,Fried Rice}"
3366,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Teriyaki Chicken,Chow Mein,White Rice}"
3367,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Broccoli Beef,Fried Rice,Fried Rice}"
3368,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Kung Pao Chicken,Fried Rice,White Rice}"
3369,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Honey Sesame Chicken Breast,White Rice,White Rice}"
3370,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Beijing Beef,Super Greens,Super Greens}"
3371,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Mushroom Chicken,Super Greens,Chow Mein}"
3372,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,SweetFire Chicken Breast,Super Greens,Fried Rice}"
3373,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,String Bean Chicken Breast,Super Greens,White Rice}"
3374,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Black Pepper Chicken,Chow Mein,Chow Mein}"
3375,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Teriyaki Chicken,Chow Mein,Fried Rice}"
3376,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Broccoli Beef,Chow Mein,White Rice}"
3377,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Kung Pao Chicken,Fried Rice,Fried Rice}"
3378,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Honey Sesame Chicken Breast,Fried Rice,White Rice}"
3379,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Beijing Beef,White Rice,White Rice}"
3380,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Mushroom Chicken,Super Greens,Super Greens}"
3381,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,SweetFire Chicken Breast,Super Greens,Chow Mein}"
3382,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,String Bean Chicken Breast,Super Greens,Fried Rice}"
3383,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Black Pepper Chicken,Super Greens,White Rice}"
3384,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Broccoli Beef,Broccoli Beef,Chow Mein,Chow Mein}"
3385,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Broccoli Beef,Kung Pao Chicken,Chow Mein,Fried Rice}"
3386,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Broccoli Beef,Honey Sesame Chicken Breast,Chow Mein,White Rice}"
3387,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Broccoli Beef,Beijing Beef,Fried Rice,Fried Rice}"
3388,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Broccoli Beef,Mushroom Chicken,Fried Rice,White Rice}"
3389,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Broccoli Beef,SweetFire Chicken Breast,White Rice,White Rice}"
3390,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Broccoli Beef,String Bean Chicken Breast,Super Greens,Super Greens}"
3391,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Broccoli Beef,Black Pepper Chicken,Super Greens,Chow Mein}"
3392,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Kung Pao Chicken,Kung Pao Chicken,Super Greens,Fried Rice}"
3393,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Kung Pao Chicken,Honey Sesame Chicken Breast,Super Greens,White Rice}"
3394,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Kung Pao Chicken,Beijing Beef,Chow Mein,Chow Mein}"
3395,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Kung Pao Chicken,Mushroom Chicken,Chow Mein,Fried Rice}"
3396,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Kung Pao Chicken,SweetFire Chicken Breast,Chow Mein,White Rice}"
3397,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Kung Pao Chicken,String Bean Chicken Breast,Fried Rice,Fried Rice}"
3398,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Kung Pao Chicken,Black Pepper Chicken,Fried Rice,White Rice}"
3399,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,Honey Sesame Chicken Breast,White Rice,White Rice}"
3400,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,Beijing Beef,Super Greens,Super Greens}"
3401,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,Mushroom Chicken,Super Greens,Chow Mein}"
3402,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,SweetFire Chicken Breast,Super Greens,Fried Rice}"
3403,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,String Bean Chicken Breast,Super Greens,White Rice}"
3404,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,Black Pepper Chicken,Chow Mein,Chow Mein}"
3405,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Beijing Beef,Beijing Beef,Chow Mein,Fried Rice}"
3406,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Beijing Beef,Mushroom Chicken,Chow Mein,White Rice}"
3407,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Beijing Beef,SweetFire Chicken Breast,Fried Rice,Fried Rice}"
3408,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Beijing Beef,String Bean Chicken Breast,Fried Rice,White Rice}"
3409,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Beijing Beef,Black Pepper Chicken,White Rice,White Rice}"
3410,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Mushroom Chicken,Mushroom Chicken,Super Greens,Super Greens}"
3411,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Mushroom Chicken,SweetFire Chicken Breast,Super Greens,Chow Mein}"
3412,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Mushroom Chicken,String Bean Chicken Breast,Super Greens,Fried Rice}"
3413,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Mushroom Chicken,Black Pepper Chicken,Super Greens,White Rice}"
3414,Larger Plate,12.7,"{Black Pepper Sirloin Steak,SweetFire Chicken Breast,SweetFire Chicken Breast,Chow Mein,Chow Mein}"
3415,Larger Plate,12.7,"{Black Pepper Sirloin Steak,SweetFire Chicken Breast,String Bean Chicken Breast,Chow Mein,Fried Rice}"
3416,Larger Plate,12.7,"{Black Pepper Sirloin Steak,SweetFire Chicken Breast,Black Pepper Chicken,Chow Mein,White Rice}"
3417,Larger Plate,12.7,"{Black Pepper Sirloin Steak,String Bean Chicken Breast,String Bean Chicken Breast,Fried Rice,Fried Rice}"
3418,Larger Plate,12.7,"{Black Pepper Sirloin Steak,String Bean Chicken Breast,Black Pepper Chicken,Fried Rice,White Rice}"
3419,Larger Plate,12.7,"{Black Pepper Sirloin Steak,Black Pepper Chicken,Black Pepper Chicken,White Rice,White Rice}"
3420,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Honey Walnut Shrimp,Super Greens,Super Greens}"
3421,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Teriyaki Chicken,Super Greens,Chow Mein}"
3422,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Broccoli Beef,Super Greens,Fried Rice}"
3423,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Kung Pao Chicken,Super Greens,White Rice}"
3424,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Honey Sesame Chicken Breast,Chow Mein,Chow Mein}"
3425,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Beijing Beef,Chow Mein,Fried Rice}"
3426,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Mushroom Chicken,Chow Mein,White Rice}"
3427,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,SweetFire Chicken Breast,Fried Rice,Fried Rice}"
3428,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,String Bean Chicken Breast,Fried Rice,White Rice}"
3429,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Black Pepper Chicken,White Rice,White Rice}"
3430,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,Teriyaki Chicken,Super Greens,Super Greens}"
3431,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,Broccoli Beef,Super Greens,Chow Mein}"
3432,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,Kung Pao Chicken,Super Greens,Fried Rice}"
3433,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,Honey Sesame Chicken Breast,Super Greens,White Rice}"
3434,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,Beijing Beef,Chow Mein,Chow Mein}"
3435,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,Mushroom Chicken,Chow Mein,Fried Rice}"
3436,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,SweetFire Chicken Breast,Chow Mein,White Rice}"
3437,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,String Bean Chicken Breast,Fried Rice,Fried Rice}"
3438,Larger Plate,12.7,"{Honey Walnut Shrimp,Teriyaki Chicken,Black Pepper Chicken,Fried Rice,White Rice}"
3439,Larger Plate,12.7,"{Honey Walnut Shrimp,Broccoli Beef,Broccoli Beef,White Rice,White Rice}"
3440,Larger Plate,12.7,"{Honey Walnut Shrimp,Broccoli Beef,Kung Pao Chicken,Super Greens,Super Greens}"
3441,Larger Plate,12.7,"{Honey Walnut Shrimp,Broccoli Beef,Honey Sesame Chicken Breast,Super Greens,Chow Mein}"
3442,Larger Plate,12.7,"{Honey Walnut Shrimp,Broccoli Beef,Beijing Beef,Super Greens,Fried Rice}"
3443,Larger Plate,12.7,"{Honey Walnut Shrimp,Broccoli Beef,Mushroom Chicken,Super Greens,White Rice}"
3444,Larger Plate,12.7,"{Honey Walnut Shrimp,Broccoli Beef,SweetFire Chicken Breast,Chow Mein,Chow Mein}"
3445,Larger Plate,12.7,"{Honey Walnut Shrimp,Broccoli Beef,String Bean Chicken Breast,Chow Mein,Fried Rice}"
3446,Larger Plate,12.7,"{Honey Walnut Shrimp,Broccoli Beef,Black Pepper Chicken,Chow Mein,White Rice}"
3447,Larger Plate,12.7,"{Honey Walnut Shrimp,Kung Pao Chicken,Kung Pao Chicken,Fried Rice,Fried Rice}"
3448,Larger Plate,12.7,"{Honey Walnut Shrimp,Kung Pao Chicken,Honey Sesame Chicken Breast,Fried Rice,White Rice}"
3449,Larger Plate,12.7,"{Honey Walnut Shrimp,Kung Pao Chicken,Beijing Beef,White Rice,White Rice}"
3450,Larger Plate,12.7,"{Honey Walnut Shrimp,Kung Pao Chicken,Mushroom Chicken,Super Greens,Super Greens}"
3451,Larger Plate,12.7,"{Honey Walnut Shrimp,Kung Pao Chicken,SweetFire Chicken Breast,Super Greens,Chow Mein}"
3452,Larger Plate,12.7,"{Honey Walnut Shrimp,Kung Pao Chicken,String Bean Chicken Breast,Super Greens,Fried Rice}"
3453,Larger Plate,12.7,"{Honey Walnut Shrimp,Kung Pao Chicken,Black Pepper Chicken,Super Greens,White Rice}"
3454,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Sesame Chicken Breast,Honey Sesame Chicken Breast,Chow Mein,Chow Mein}"
3455,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Sesame Chicken Breast,Beijing Beef,Chow Mein,Fried Rice}"
3456,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Sesame Chicken Breast,Mushroom Chicken,Chow Mein,White Rice}"
3457,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Sesame Chicken Breast,SweetFire Chicken Breast,Fried Rice,Fried Rice}"
3458,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Sesame Chicken Breast,String Bean Chicken Breast,Fried Rice,White Rice}"
3459,Larger Plate,12.7,"{Honey Walnut Shrimp,Honey Sesame Chicken Breast,Black Pepper Chicken,White Rice,White Rice}"
3460,Larger Plate,12.7,"{Honey Walnut Shrimp,Beijing Beef,Beijing Beef,Super Greens,Super Greens}"
3461,Larger Plate,12.7,"{Honey Walnut Shrimp,Beijing Beef,Mushroom Chicken,Super Greens,Chow Mein}"
3462,Larger Plate,12.7,"{Honey Walnut Shrimp,Beijing Beef,SweetFire Chicken Breast,Super Greens,Fried Rice}"
3463,Larger Plate,12.7,"{Honey Walnut Shrimp,Beijing Beef,String Bean Chicken Breast,Super Greens,White Rice}"
3464,Larger Plate,12.7,"{Honey Walnut Shrimp,Beijing Beef,Black Pepper Chicken,Chow Mein,Chow Mein}"
3465,Larger Plate,12.7,"{Honey Walnut Shrimp,Mushroom Chicken,Mushroom Chicken,Chow Mein,Fried Rice}"
3466,Larger Plate,12.7,"{Honey Walnut Shrimp,Mushroom Chicken,SweetFire Chicken Breast,Chow Mein,White Rice}"
3467,Larger Plate,12.7,"{Honey Walnut Shrimp,Mushroom Chicken,String Bean Chicken Breast,Fried Rice,Fried Rice}"
3468,Larger Plate,12.7,"{Honey Walnut Shrimp,Mushroom Chicken,Black Pepper Chicken,Fried Rice,White Rice}"
3469,Larger Plate,12.7,"{Honey Walnut Shrimp,SweetFire Chicken Breast,SweetFire Chicken Breast,White Rice,White Rice}"
3470,Larger Plate,12.7,"{Honey Walnut Shrimp,SweetFire Chicken Breast,String Bean Chicken Breast,Super Greens,Super Greens}"
3471,Larger Plate,12.7,"{Honey Walnut Shrimp,SweetFire Chicken Breast,Black Pepper Chicken,Super Greens,Chow Mein}"
3472,Larger Plate,12.7,"{Honey Walnut Shrimp,String Bean Chicken Breast,String Bean Chicken Breast,Super Greens,Fried Rice}"
3473,Larger Plate,12.7,"{Honey Walnut Shrimp,String Bean Chicken Breast,Black Pepper Chicken,Super Greens,White Rice}"
3474,Larger Plate,12.7,"{Honey Walnut Shrimp,Black Pepper Chicken,Black Pepper Chicken,Chow Mein,Chow Mein}"
3475,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,Teriyaki Chicken,Chow Mein,Fried Rice}"
3476,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,Broccoli Beef,Chow Mein,White Rice}"
3477,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,Kung Pao Chicken,Fried Rice,Fried Rice}"
3478,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,Honey Sesame Chicken Breast,Fried Rice,White Rice}"
3479,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,Beijing Beef,White Rice,White Rice}"
3480,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,Mushroom Chicken,Super Greens,Super Greens}"
3481,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,SweetFire Chicken Breast,Super Greens,Chow Mein}"
3482,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,String Bean Chicken Breast,Super Greens,Fried Rice}"
3483,Larger Plate,11.3,"{Teriyaki Chicken,Teriyaki Chicken,Black Pepper Chicken,Super Greens,White Rice}"
3484,Larger Plate,11.3,"{Teriyaki Chicken,Broccoli Beef,Broccoli Beef,Chow Mein,Chow Mein}"
3485,Larger Plate,11.3,"{Teriyaki Chicken,Broccoli Beef,Kung Pao Chicken,Chow Mein,Fried Rice}"
3486,Larger Plate,11.3,"{Teriyaki Chicken,Broccoli Beef,Honey Sesame Chicken Breast,Chow Mein,White Rice}"
3487,Larger Plate,11.3,"{Teriyaki Chicken,Broccoli Beef,Beijing Beef,Fried Rice,Fried Rice}"
3488,Larger Plate,11.3,"{Teriyaki Chicken,Broccoli Beef,Mushroom Chicken,Fried Rice,White Rice}"
3489,Larger Plate,11.3,"{Teriyaki Chicken,Broccoli Beef,SweetFire Chicken Breast,White Rice,White Rice}"
3490,Larger Plate,11.3,"{Teriyaki Chicken,Broccoli Beef,String Bean Chicken Breast,Super Greens,Super Greens}"
3491,Larger Plate,11.3,"{Teriyaki Chicken,Broccoli Beef,Black Pepper Chicken,Super Greens,Chow Mein}"
3492,Larger Plate,11.3,"{Teriyaki Chicken,Kung Pao Chicken,Kung Pao Chicken,Super Greens,Fried Rice}"
3493,Larger Plate,11.3,"{Teriyaki Chicken,Kung Pao Chicken,Honey Sesame Chicken Breast,Super Greens,White Rice}"
3494,Larger Plate,11.3,"{Teriyaki Chicken,Kung Pao Chicken,Beijing Beef,Chow Mein,Chow Mein}"
3495,Larger Plate,11.3,"{Teriyaki Chicken,Kung Pao Chicken,Mushroom Chicken,Chow Mein,Fried Rice}"
3496,Larger Plate,11.3,"{Teriyaki Chicken,Kung Pao Chicken,SweetFire Chicken Breast,Chow Mein,White Rice}"
3497,Larger Plate,11.3,"{Teriyaki Chicken,Kung Pao Chicken,String Bean Chicken Breast,Fried Rice,Fried Rice}"
3498,Larger Plate,11.3,"{Teriyaki Chicken,Kung Pao Chicken,Black Pepper Chicken,Fried Rice,White Rice}"
3499,Larger Plate,11.3,"{Teriyaki Chicken,Honey Sesame Chicken Breast,Honey Sesame Chicken Breast,White Rice,White Rice}"
3500,Larger Plate,11.3,"{Teriyaki Chicken,Honey Sesame Chicken Breast,Beijing Beef,Super Greens,Super Greens}"
3501,Larger Plate,11.3,"{Teriyaki Chicken,Honey Sesame Chicken Breast,Mushroom Chicken,Super Greens,Chow Mein}"
3502,Larger Plate,11.3,"{Teriyaki Chicken,Honey Sesame Chicken Breast,SweetFire Chicken Breast,Super Greens,Fried Rice}"
3503,Larger Plate,11.3,"{Teriyaki Chicken,Honey Sesame Chicken Breast,String Bean Chicken Breast,Super Greens,White Rice}"
3504,Larger Plate,11.3,"{Teriyaki Chicken,Honey Sesame Chicken Breast,Black Pepper Chicken,Chow Mein,Chow Mein}"
3505,Larger Plate,11.3,"{Teriyaki Chicken,Beijing Beef,Beijing Beef,Chow Mein,Fried Rice}"
3506,Larger Plate,11.3,"{Teriyaki Chicken,Beijing Beef,Mushroom Chicken,Chow Mein,White Rice}"
3507,Larger Plate,11.3,"{Teriyaki Chicken,Beijing Beef,SweetFire Chicken Breast,Fried Rice,Fried Rice}"
3508,Larger Plate,11.3,"{Teriyaki Chicken,Beijing Beef,String Bean Chicken Breast,Fried Rice,White Rice}"
3509,Larger Plate,11.3,"{Teriyaki Chicken,Beijing Beef,Black Pepper Chicken,White Rice,White Rice}"
3510,Larger Plate,11.3,"{Teriyaki Chicken,Mushroom Chicken,Mushroom Chicken,Super Greens,Super Greens}"
3511,Larger Plate,11.3,"{Teriyaki Chicken,Mushroom Chicken,SweetFire Chicken Breast,Super Greens,Chow Mein}"
3512,Larger Plate,11.3,"{Teriyaki Chicken,Mushroom Chicken,String Bean Chicken Breast,Super Greens,Fried Rice}"
3513,Larger Plate,11.3,"{Teriyaki Chicken,Mushroom Chicken,Black Pepper Chicken,Super Greens,White Rice}"
3514,Larger Plate,11.3,"{Teriyaki Chicken,SweetFire Chicken Breast,SweetFire Chicken Breast,Chow Mein,Chow Mein}"
3515,Larger Plate,11.3,"{Teriyaki Chicken,SweetFire Chicken Breast,String Bean Chicken Breast,Chow Mein,Fried Rice}"
3516,Larger Plate,11.3,"{Teriyaki Chicken,SweetFire Chicken Breast,Black Pepper Chicken,Chow Mein,White Rice}"
3517,Larger Plate,11.3,"{Teriyaki Chicken,String Bean Chicken Breast,String Bean Chicken Breast,Fried Rice,Fried Rice}"
3518,Larger Plate,11.3,"{Teriyaki Chicken,String Bean Chicken Breast,Black Pepper Chicken,Fried Rice,White Rice}"
3519,Larger Plate,11.3,"{Teriyaki Chicken,Black Pepper Chicken,Black Pepper Chicken,White Rice,White Rice}"
3520,Larger Plate,11.3,"{Broccoli Beef,Broccoli Beef,Broccoli Beef,Super Greens,Super Greens}"
3521,Larger Plate,11.3,"{Broccoli Beef,Broccoli Beef,Kung Pao Chicken,Super Greens,Chow Mein}"
3522,Larger Plate,11.3,"{Broccoli Beef,Broccoli Beef,Honey Sesame Chicken Breast,Super Greens,Fried Rice}"
3523,Larger Plate,11.3,"{Broccoli Beef,Broccoli Beef,Beijing Beef,Super Greens,White Rice}"
3524,Larger Plate,11.3,"{Broccoli Beef,Broccoli Beef,Mushroom Chicken,Chow Mein,Chow Mein}"
3525,Larger Plate,11.3,"{Broccoli Beef,Broccoli Beef,SweetFire Chicken Breast,Chow Mein,Fried Rice}"
3526,Larger Plate,11.3,"{Broccoli Beef,Broccoli Beef,String Bean Chicken Breast,Chow Mein,White Rice}"
3527,Larger Plate,11.3,"{Broccoli Beef,Broccoli Beef,Black Pepper Chicken,Fried Rice,Fried Rice}"
3528,Larger Plate,11.3,"{Broccoli Beef,Kung Pao Chicken,Kung Pao Chicken,Fried Rice,White Rice}"
3529,Larger Plate,11.3,"{Broccoli Beef,Kung Pao Chicken,Honey Sesame Chicken Breast,White Rice,White Rice}"
3530,Larger Plate,11.3,"{Broccoli Beef,Kung Pao Chicken,Beijing Beef,Super Greens,Super Greens}"
3531,Larger Plate,11.3,"{Broccoli Beef,Kung Pao Chicken,Mushroom Chicken,Super Greens,Chow Mein}"
3532,Larger Plate,11.3,"{Broccoli Beef,Kung Pao Chicken,SweetFire Chicken Breast,Super Greens,Fried Rice}"
3533,Larger Plate,11.3,"{Broccoli Beef,Kung Pao Chicken,String Bean Chicken Breast,Super Greens,White Rice}"
3534,Larger Plate,11.3,"{Broccoli Beef,Kung Pao Chicken,Black Pepper Chicken,Chow Mein,Chow Mein}"
3535,Larger Plate,11.3,"{Broccoli Beef,Honey Sesame Chicken Breast,Honey Sesame Chicken Breast,Chow Mein,Fried Rice}"
3536,Larger Plate,11.3,"{Broccoli Beef,Honey Sesame Chicken Breast,Beijing Beef,Chow Mein,White Rice}"
3537,Larger Plate,11.3,"{Broccoli Beef,Honey Sesame Chicken Breast,Mushroom Chicken,Fried Rice,Fried Rice}"
3538,Larger Plate,11.3,"{Broccoli Beef,Honey Sesame Chicken Breast,SweetFire Chicken Breast,Fried Rice,White Rice}"
3539,Larger Plate,11.3,"{Broccoli Beef,Honey Sesame Chicken Breast,String Bean Chicken Breast,White Rice,White Rice}"
3540,Larger Plate,11.3,"{Broccoli Beef,Honey Sesame Chicken Breast,Black Pepper Chicken,Super Greens,Super Greens}"
3541,Larger Plate,11.3,"{Broccoli Beef,Beijing Beef,Beijing Beef,Super Greens,Chow Mein}"
3542,Larger Plate,11.3,"{Broccoli Beef,Beijing Beef,Mushroom Chicken,Super Greens,Fried Rice}"
3543,Larger Plate,11.3,"{Broccoli Beef,Beijing Beef,SweetFire Chicken Breast,Super Greens,White Rice}"
3544,Larger Plate,11.3,"{Broccoli Beef,Beijing Beef,String Bean Chicken Breast,Chow Mein,Chow Mein}"
3545,Larger Plate,11.3,"{Broccoli Beef,Beijing Beef,Black Pepper Chicken,Chow Mein,Fried Rice}"
3546,Larger Plate,11.3,"{Broccoli Beef,Mushroom Chicken,Mushroom Chicken,Chow Mein,White Rice}"
3547,Larger Plate,11.3,"{Broccoli Beef,Mushroom Chicken,SweetFire Chicken Breast,Fried Rice,Fried Rice}"
3548,Larger Plate,11.3,"{Broccoli Beef,Mushroom Chicken,String Bean Chicken Breast,Fried Rice,White Rice}"
3549,Larger Plate,11.3,"{Broccoli Beef,Mushroom Chicken,Black Pepper Chicken,White Rice,White Rice}"
3550,Larger Plate,11.3,"{Broccoli Beef,SweetFire Chicken Breast,SweetFire Chicken Breast,Super Greens,Super Greens}"
3551,Larger Plate,11.3,"{Broccoli Beef,SweetFire Chicken Breast,String Bean Chicken Breast,Super Greens,Chow Mein}"
3552,Larger Plate,11.3,"{Broccoli Beef,SweetFire Chicken Breast,Black Pepper Chicken,Super Greens,Fried Rice}"
3553,Larger Plate,11.3,"{Broccoli Beef,String Bean Chicken Breast,String Bean Chicken Breast,Super Greens,White Rice}"
3554,Larger Plate,11.3,"{Broccoli Beef,String Bean Chicken Breast,Black Pepper Chicken,Chow Mein,Chow Mein}"
3555,Larger Plate,11.3,"{Broccoli Beef,Black Pepper Chicken,Black Pepper Chicken,Chow Mein,Fried Rice}"
