orderid,totalcost,orderdate
26421,12.70,2024-12-17 18:32:27
26422,11.30,2024-12-17 18:34:18
26423,11.30,2024-12-17 18:36:09
26424,12.70,2024-12-17 18:38:00
26425,11.30,2024-12-17 18:39:51
26426,11.30,2024-12-17 18:41:42
26427,12.70,2024-12-17 18:43:33
26428,12.70,2024-12-17 18:45:24
26429,11.30,2024-12-17 18:47:15
26430,11.30,2024-12-17 18:49:06
26431,11.30,2024-12-17 18:50:57
26432,24.00,2024-12-17 18:52:48
26433,12.70,2024-12-17 18:54:39
26434,12.70,2024-12-17 18:56:30
26435,11.30,2024-12-17 18:58:21
26436,12.70,2024-12-17 19:00:12
26437,12.70,2024-12-17 19:02:03
26438,11.30,2024-12-17 19:03:54
26439,11.30,2024-12-17 19:05:45
26440,38.10,2024-12-17 19:07:36
26441,12.70,2024-12-17 19:09:27
26442,11.30,2024-12-17 19:11:18
26443,11.30,2024-12-17 19:13:09
26444,33.90,2024-12-17 19:15:00
26445,11.30,2024-12-17 19:16:51
26446,11.30,2024-12-17 19:18:42
26447,35.30,2024-12-17 19:20:33
26448,11.30,2024-12-17 19:22:24
26449,11.30,2024-12-17 19:24:15
26450,11.30,2024-12-17 19:26:06
26451,12.70,2024-12-17 19:27:57
26452,12.70,2024-12-17 19:29:48
26453,12.70,2024-12-17 19:31:39
26454,22.50,2024-12-17 19:33:30
26455,11.30,2024-12-17 19:35:21
26456,9.80,2024-12-17 19:37:12
26457,11.30,2024-12-17 19:39:03
26458,9.80,2024-12-17 19:40:54
26459,11.30,2024-12-17 19:42:45
26460,12.70,2024-12-17 19:44:36
26461,12.70,2024-12-17 19:46:27
26462,12.70,2024-12-17 19:48:18
26463,12.70,2024-12-17 19:50:09
26464,11.30,2024-12-17 19:52:00
26465,12.70,2024-12-17 19:53:51
26466,12.70,2024-12-17 19:55:42
26467,11.30,2024-12-18 10:02:04
26468,12.70,2024-12-18 10:04:08
26469,11.30,2024-12-18 10:06:12
26470,11.30,2024-12-18 10:08:16
26471,11.30,2024-12-18 10:10:20
26472,8.30,2024-12-18 10:12:24
26473,11.30,2024-12-18 10:14:28
26474,11.30,2024-12-18 10:16:32
26475,11.30,2024-12-18 10:18:36
26476,11.30,2024-12-18 10:20:40
26477,11.30,2024-12-18 10:22:44
26478,12.70,2024-12-18 10:24:48
26479,9.80,2024-12-18 10:26:52
26480,11.30,2024-12-18 10:28:56
26481,38.10,2024-12-18 10:31:00
26482,22.60,2024-12-18 10:33:04
26483,12.70,2024-12-18 10:35:08
26484,12.70,2024-12-18 10:37:12
26485,11.30,2024-12-18 10:39:16
26486,11.30,2024-12-18 10:41:20
26487,11.30,2024-12-18 10:43:24
26488,9.80,2024-12-18 10:45:28
26489,11.30,2024-12-18 10:47:32
26490,11.30,2024-12-18 10:49:36
26491,9.80,2024-12-18 10:51:40
26492,12.70,2024-12-18 10:53:44
26493,21.10,2024-12-18 10:55:48
26494,9.80,2024-12-18 10:57:52
26495,12.70,2024-12-18 10:59:56
26496,9.80,2024-12-18 11:02:00
26497,11.30,2024-12-18 11:04:04
26498,11.30,2024-12-18 11:06:08
26499,36.70,2024-12-18 11:08:12
26500,11.30,2024-12-18 11:10:16
26501,12.70,2024-12-18 11:12:20
26502,11.30,2024-12-18 11:14:24
26503,9.80,2024-12-18 11:16:28
26504,12.70,2024-12-18 11:18:32
26505,11.30,2024-12-18 11:20:36
26506,11.30,2024-12-18 11:22:40
26507,11.30,2024-12-18 11:24:44
26508,11.30,2024-12-18 11:26:48
26509,24.00,2024-12-18 11:28:52
26510,12.70,2024-12-18 11:30:56
26511,35.30,2024-12-18 11:33:00
26512,11.30,2024-12-18 11:35:04
26513,11.30,2024-12-18 11:37:08
26514,12.70,2024-12-18 11:39:12
26515,12.70,2024-12-18 11:41:16
26516,12.70,2024-12-18 11:43:20
26517,12.70,2024-12-18 11:45:24
26518,35.30,2024-12-18 11:47:28
26519,12.70,2024-12-18 11:49:32
26520,12.70,2024-12-18 11:51:36
26521,24.00,2024-12-18 11:53:40
26522,9.80,2024-12-18 11:55:44
26523,11.30,2024-12-18 11:57:48
26524,12.70,2024-12-18 11:59:52
26525,11.30,2024-12-18 12:01:56
26526,11.30,2024-12-18 12:04:00
26527,35.30,2024-12-18 12:06:04
26528,11.30,2024-12-18 12:08:08
26529,12.70,2024-12-18 12:10:12
26530,11.30,2024-12-18 12:12:16
26531,9.80,2024-12-18 12:14:20
26532,12.70,2024-12-18 12:16:24
26533,11.30,2024-12-18 12:18:28
26534,11.30,2024-12-18 12:20:32
26535,12.70,2024-12-18 12:22:36
26536,11.30,2024-12-18 12:24:40
26537,12.70,2024-12-18 12:26:44
26538,11.30,2024-12-18 12:28:48
26539,11.30,2024-12-18 12:30:52
26540,12.70,2024-12-18 12:32:56
26541,11.30,2024-12-18 12:35:00
26542,11.30,2024-12-18 12:37:04
26543,11.30,2024-12-18 12:39:08
26544,11.30,2024-12-18 12:41:12
26545,12.70,2024-12-18 12:43:16
26546,12.70,2024-12-18 12:45:20
26547,12.70,2024-12-18 12:47:24
26548,12.70,2024-12-18 12:49:28
26549,11.30,2024-12-18 12:51:32
26550,9.80,2024-12-18 12:53:36
26551,12.70,2024-12-18 12:55:40
26552,12.70,2024-12-18 12:57:44
26553,9.80,2024-12-18 12:59:48
26554,11.30,2024-12-18 13:01:52
26555,12.70,2024-12-18 13:03:56
26556,12.70,2024-12-18 13:06:00
26557,12.70,2024-12-18 13:08:04
26558,12.70,2024-12-18 13:10:08
26559,11.30,2024-12-18 13:12:12
26560,11.30,2024-12-18 13:14:16
26561,11.30,2024-12-18 13:16:20
26562,12.70,2024-12-18 13:18:24
26563,12.70,2024-12-18 13:20:28
26564,11.30,2024-12-18 13:22:32
26565,11.30,2024-12-18 13:24:36
26566,11.30,2024-12-18 13:26:40
26567,12.70,2024-12-18 13:28:44
26568,12.70,2024-12-18 13:30:48
26569,36.70,2024-12-18 13:32:52
26570,11.30,2024-12-18 13:34:56
26571,11.30,2024-12-18 13:37:00
26572,11.30,2024-12-18 13:39:04
26573,9.80,2024-12-18 13:41:08
26574,12.70,2024-12-18 13:43:12
26575,9.80,2024-12-18 13:45:16
26576,11.30,2024-12-18 13:47:20
26577,12.70,2024-12-18 13:49:24
26578,9.80,2024-12-18 13:51:28
26579,11.30,2024-12-18 13:53:32
26580,12.70,2024-12-18 13:55:36
26581,11.30,2024-12-18 13:57:40
26582,11.30,2024-12-18 13:59:44
26583,11.30,2024-12-18 14:01:48
26584,36.70,2024-12-18 14:03:52
26585,12.70,2024-12-18 14:05:56
26586,11.30,2024-12-18 14:08:00
26587,12.70,2024-12-18 14:10:04
26588,9.80,2024-12-18 14:12:08
26589,9.80,2024-12-18 14:14:12
26590,9.80,2024-12-18 14:16:16
26591,11.30,2024-12-18 14:18:20
26592,12.70,2024-12-18 14:20:24
26593,12.70,2024-12-18 14:22:28
26594,24.00,2024-12-18 14:24:32
26595,11.30,2024-12-18 14:26:36
26596,9.80,2024-12-18 14:28:40
26597,11.30,2024-12-18 14:30:44
26598,12.70,2024-12-18 14:32:48
26599,12.70,2024-12-18 14:34:52
26600,12.70,2024-12-18 14:36:56
26601,11.30,2024-12-18 14:39:00
26602,11.30,2024-12-18 14:41:04
26603,11.30,2024-12-18 14:43:08
26604,11.30,2024-12-18 14:45:12
26605,11.30,2024-12-18 14:47:16
26606,11.30,2024-12-18 14:49:20
26607,33.80,2024-12-18 14:51:24
26608,11.30,2024-12-18 14:53:28
26609,11.30,2024-12-18 14:55:32
26610,11.30,2024-12-18 14:57:36
26611,11.30,2024-12-18 14:59:40
26612,24.00,2024-12-18 15:01:44
26613,12.70,2024-12-18 15:03:48
26614,30.90,2024-12-18 15:05:52
26615,12.70,2024-12-18 15:07:56
26616,12.70,2024-12-18 15:10:00
26617,11.30,2024-12-18 15:12:04
26618,11.30,2024-12-18 15:14:08
26619,11.30,2024-12-18 15:16:12
26620,11.30,2024-12-18 15:18:16
26621,11.30,2024-12-18 15:20:20
26622,35.30,2024-12-18 15:22:24
26623,11.30,2024-12-18 15:24:28
26624,11.30,2024-12-18 15:26:32
26625,11.30,2024-12-18 15:28:36
26626,11.30,2024-12-18 15:30:40
26627,11.30,2024-12-18 15:32:44
26628,12.70,2024-12-18 15:34:48
26629,12.70,2024-12-18 15:36:52
26630,32.30,2024-12-18 15:38:56
26631,11.30,2024-12-18 15:41:00
26632,12.70,2024-12-18 15:43:04
26633,11.30,2024-12-18 15:45:08
26634,9.80,2024-12-18 15:47:12
26635,11.30,2024-12-18 15:49:16
26636,12.70,2024-12-18 15:51:20
26637,32.40,2024-12-18 15:53:24
26638,11.30,2024-12-18 15:55:28
26639,11.30,2024-12-18 15:57:32
26640,12.70,2024-12-18 15:59:36
26641,12.70,2024-12-18 16:01:40
26642,11.30,2024-12-18 16:03:44
26643,11.30,2024-12-18 16:05:48
26644,12.70,2024-12-18 16:07:52
26645,11.30,2024-12-18 16:09:56
26646,11.30,2024-12-18 16:12:00
26647,9.80,2024-12-18 16:14:04
26648,11.30,2024-12-18 16:16:08
26649,22.60,2024-12-18 16:18:12
26650,12.70,2024-12-18 16:20:16
26651,11.30,2024-12-18 16:22:20
26652,12.70,2024-12-18 16:24:24
26653,24.00,2024-12-18 16:26:28
26654,12.70,2024-12-18 16:28:32
26655,11.30,2024-12-18 16:30:36
26656,11.30,2024-12-18 16:32:40
26657,12.70,2024-12-18 16:34:44
26658,11.30,2024-12-18 16:36:48
26659,11.30,2024-12-18 16:38:52
26660,12.70,2024-12-18 16:40:56
26661,11.30,2024-12-18 16:43:00
26662,11.30,2024-12-18 16:45:04
26663,11.30,2024-12-18 16:47:08
26664,11.30,2024-12-18 16:49:12
26665,11.30,2024-12-18 16:51:16
26666,11.30,2024-12-18 16:53:20
26667,11.30,2024-12-18 16:55:24
26668,12.70,2024-12-18 16:57:28
26669,11.30,2024-12-18 16:59:32
26670,12.70,2024-12-18 17:01:36
26671,12.70,2024-12-18 17:03:40
26672,11.30,2024-12-18 17:05:44
26673,12.70,2024-12-18 17:07:48
26674,12.70,2024-12-18 17:09:52
26675,11.30,2024-12-18 17:11:56
26676,11.30,2024-12-18 17:14:00
26677,12.70,2024-12-18 17:16:04
26678,22.60,2024-12-18 17:18:08
26679,12.70,2024-12-18 17:20:12
26680,11.30,2024-12-18 17:22:16
26681,11.30,2024-12-18 17:24:20
26682,11.30,2024-12-18 17:26:24
26683,9.80,2024-12-18 17:28:28
26684,11.30,2024-12-18 17:30:32
26685,12.70,2024-12-18 17:32:36
26686,11.30,2024-12-18 17:34:40
26687,22.60,2024-12-18 17:36:44
26688,9.80,2024-12-18 17:38:48
26689,11.30,2024-12-18 17:40:52
26690,11.30,2024-12-18 17:42:56
26691,12.70,2024-12-18 17:45:00
26692,11.30,2024-12-18 17:47:04
26693,12.70,2024-12-18 17:49:08
26694,9.80,2024-12-18 17:51:12
26695,12.70,2024-12-18 17:53:16
26696,11.30,2024-12-18 17:55:20
26697,8.30,2024-12-18 17:57:24
26698,11.30,2024-12-18 17:59:28
26699,33.90,2024-12-18 18:01:32
26700,11.30,2024-12-18 18:03:36
26701,11.30,2024-12-18 18:05:40
26702,11.30,2024-12-18 18:07:44
26703,12.70,2024-12-18 18:09:48
26704,11.30,2024-12-18 18:11:52
26705,9.80,2024-12-18 18:13:56
26706,9.80,2024-12-18 18:16:00
26707,12.70,2024-12-18 18:18:04
26708,12.70,2024-12-18 18:20:08
26709,11.30,2024-12-18 18:22:12
26710,12.70,2024-12-18 18:24:16
26711,12.70,2024-12-18 18:26:20
26712,24.00,2024-12-18 18:28:24
26713,11.30,2024-12-18 18:30:28
26714,8.30,2024-12-18 18:32:32
26715,11.30,2024-12-18 18:34:36
26716,11.30,2024-12-18 18:36:40
26717,11.30,2024-12-18 18:38:44
26718,11.30,2024-12-18 18:40:48
26719,12.70,2024-12-18 18:42:52
26720,12.70,2024-12-18 18:44:56
26721,11.30,2024-12-18 18:47:00
26722,12.70,2024-12-18 18:49:04
26723,11.30,2024-12-18 18:51:08
26724,12.70,2024-12-18 18:53:12
26725,12.70,2024-12-18 18:55:16
26726,12.70,2024-12-18 18:57:20
26727,12.70,2024-12-18 18:59:24
26728,12.70,2024-12-18 19:01:28
26729,9.80,2024-12-18 19:03:32
26730,12.70,2024-12-18 19:05:36
26731,12.70,2024-12-18 19:07:40
26732,11.30,2024-12-18 19:09:44
26733,11.30,2024-12-18 19:11:48
26734,11.30,2024-12-18 19:13:52
26735,12.70,2024-12-18 19:15:56
26736,12.70,2024-12-18 19:18:00
26737,11.30,2024-12-18 19:20:04
26738,11.30,2024-12-18 19:22:08
26739,11.30,2024-12-18 19:24:12
26740,9.80,2024-12-18 19:26:16
26741,12.70,2024-12-18 19:28:20
26742,11.30,2024-12-18 19:30:24
26743,9.80,2024-12-18 19:32:28
26744,33.80,2024-12-18 19:34:32
26745,11.30,2024-12-18 19:36:36
26746,11.30,2024-12-18 19:38:40
26747,11.30,2024-12-18 19:40:44
26748,11.30,2024-12-18 19:42:48
26749,11.30,2024-12-18 19:44:52
26750,11.30,2024-12-18 19:46:56
26751,11.30,2024-12-18 19:49:00
26752,12.70,2024-12-18 19:51:04
26753,11.30,2024-12-18 19:53:08
26754,12.70,2024-12-18 19:55:12
26755,11.30,2024-12-18 19:57:16
26756,24.00,2024-12-18 19:59:20
26757,11.30,2024-12-19 10:02:12
26758,11.30,2024-12-19 10:04:24
26759,46.50,2024-12-19 10:06:36
26760,11.30,2024-12-19 10:08:48
26761,11.30,2024-12-19 10:11:00
26762,11.30,2024-12-19 10:13:12
26763,11.30,2024-12-19 10:15:24
26764,11.30,2024-12-19 10:17:36
26765,11.30,2024-12-19 10:19:48
26766,12.70,2024-12-19 10:22:00
26767,12.70,2024-12-19 10:24:12
26768,9.80,2024-12-19 10:26:24
26769,11.30,2024-12-19 10:28:36
26770,11.30,2024-12-19 10:30:48
26771,11.30,2024-12-19 10:33:00
26772,11.30,2024-12-19 10:35:12
26773,11.30,2024-12-19 10:37:24
26774,11.30,2024-12-19 10:39:36
26775,8.30,2024-12-19 10:41:48
26776,11.30,2024-12-19 10:44:00
26777,35.30,2024-12-19 10:46:12
26778,11.30,2024-12-19 10:48:24
26779,11.30,2024-12-19 10:50:36
26780,11.30,2024-12-19 10:52:48
26781,12.70,2024-12-19 10:55:00
26782,12.70,2024-12-19 10:57:12
26783,11.30,2024-12-19 10:59:24
26784,11.30,2024-12-19 11:01:36
26785,24.00,2024-12-19 11:03:48
26786,11.30,2024-12-19 11:06:00
26787,11.30,2024-12-19 11:08:12
26788,12.70,2024-12-19 11:10:24
26789,11.30,2024-12-19 11:12:36
26790,9.80,2024-12-19 11:14:48
26791,11.30,2024-12-19 11:17:00
26792,11.30,2024-12-19 11:19:12
26793,11.30,2024-12-19 11:21:24
26794,11.30,2024-12-19 11:23:36
26795,12.70,2024-12-19 11:25:48
26796,12.70,2024-12-19 11:28:00
26797,11.30,2024-12-19 11:30:12
26798,11.30,2024-12-19 11:32:24
26799,12.70,2024-12-19 11:34:36
26800,33.90,2024-12-19 11:36:48
26801,12.70,2024-12-19 11:39:00
26802,11.30,2024-12-19 11:41:12
26803,9.80,2024-12-19 11:43:24
26804,11.30,2024-12-19 11:45:36
26805,11.30,2024-12-19 11:47:48
26806,12.70,2024-12-19 11:50:00
26807,11.30,2024-12-19 11:52:12
26808,12.70,2024-12-19 11:54:24
26809,11.30,2024-12-19 11:56:36
26810,11.30,2024-12-19 11:58:48
26811,12.70,2024-12-19 12:01:00
26812,11.30,2024-12-19 12:03:12
26813,11.30,2024-12-19 12:05:24
26814,11.30,2024-12-19 12:07:36
26815,12.70,2024-12-19 12:09:48
26816,11.30,2024-12-19 12:12:00
26817,12.70,2024-12-19 12:14:12
26818,11.30,2024-12-19 12:16:24
26819,35.20,2024-12-19 12:18:36
26820,11.30,2024-12-19 12:20:48
26821,11.30,2024-12-19 12:23:00
26822,35.30,2024-12-19 12:25:12
26823,9.80,2024-12-19 12:27:24
26824,11.30,2024-12-19 12:29:36
26825,12.70,2024-12-19 12:31:48
26826,12.70,2024-12-19 12:34:00
26827,11.30,2024-12-19 12:36:12
26828,11.30,2024-12-19 12:38:24
26829,11.30,2024-12-19 12:40:36
26830,9.80,2024-12-19 12:42:48
26831,12.70,2024-12-19 12:45:00
26832,11.30,2024-12-19 12:47:12
26833,11.30,2024-12-19 12:49:24
26834,11.30,2024-12-19 12:51:36
26835,11.30,2024-12-19 12:53:48
26836,12.70,2024-12-19 12:56:00
26837,11.30,2024-12-19 12:58:12
26838,22.60,2024-12-19 13:00:24
26839,11.30,2024-12-19 13:02:36
26840,11.30,2024-12-19 13:04:48
26841,12.70,2024-12-19 13:07:00
26842,11.30,2024-12-19 13:09:12
26843,12.70,2024-12-19 13:11:24
26844,11.30,2024-12-19 13:13:36
26845,11.30,2024-12-19 13:15:48
26846,11.30,2024-12-19 13:18:00
26847,12.70,2024-12-19 13:20:12
26848,12.70,2024-12-19 13:22:24
26849,11.30,2024-12-19 13:24:36
26850,24.00,2024-12-19 13:26:48
26851,11.30,2024-12-19 13:29:00
26852,11.30,2024-12-19 13:31:12
26853,11.30,2024-12-19 13:33:24
26854,11.30,2024-12-19 13:35:36
26855,11.30,2024-12-19 13:37:48
26856,11.30,2024-12-19 13:40:00
26857,11.30,2024-12-19 13:42:12
26858,11.30,2024-12-19 13:44:24
26859,11.30,2024-12-19 13:46:36
26860,24.00,2024-12-19 13:48:48
26861,11.30,2024-12-19 13:51:00
26862,11.30,2024-12-19 13:53:12
26863,33.80,2024-12-19 13:55:24
26864,11.30,2024-12-19 13:57:36
26865,9.80,2024-12-19 13:59:48
26866,9.80,2024-12-19 14:02:00
26867,11.30,2024-12-19 14:04:12
26868,11.30,2024-12-19 14:06:24
26869,11.30,2024-12-19 14:08:36
26870,9.80,2024-12-19 14:10:48
26871,12.70,2024-12-19 14:13:00
26872,12.70,2024-12-19 14:15:12
26873,12.70,2024-12-19 14:17:24
26874,33.90,2024-12-19 14:19:36
26875,12.70,2024-12-19 14:21:48
26876,12.70,2024-12-19 14:24:00
26877,24.00,2024-12-19 14:26:12
26878,12.70,2024-12-19 14:28:24
26879,11.30,2024-12-19 14:30:36
26880,12.70,2024-12-19 14:32:48
26881,11.30,2024-12-19 14:35:00
26882,12.70,2024-12-19 14:37:12
26883,12.70,2024-12-19 14:39:24
26884,11.30,2024-12-19 14:41:36
26885,11.30,2024-12-19 14:43:48
26886,12.70,2024-12-19 14:46:00
26887,11.30,2024-12-19 14:48:12
26888,12.70,2024-12-19 14:50:24
26889,11.30,2024-12-19 14:52:36
26890,12.70,2024-12-19 14:54:48
26891,12.70,2024-12-19 14:57:00
26892,8.30,2024-12-19 14:59:12
26893,11.30,2024-12-19 15:01:24
26894,11.30,2024-12-19 15:03:36
26895,11.30,2024-12-19 15:05:48
26896,9.80,2024-12-19 15:08:00
26897,12.70,2024-12-19 15:10:12
26898,12.70,2024-12-19 15:12:24
26899,9.80,2024-12-19 15:14:36
26900,9.80,2024-12-19 15:16:48
26901,12.70,2024-12-19 15:19:00
26902,12.70,2024-12-19 15:21:12
26903,24.00,2024-12-19 15:23:24
26904,11.30,2024-12-19 15:25:36
26905,11.30,2024-12-19 15:27:48
26906,12.70,2024-12-19 15:30:00
26907,9.80,2024-12-19 15:32:12
26908,22.60,2024-12-19 15:34:24
26909,12.70,2024-12-19 15:36:36
26910,11.30,2024-12-19 15:38:48
26911,9.80,2024-12-19 15:41:00
26912,12.70,2024-12-19 15:43:12
26913,11.30,2024-12-19 15:45:24
26914,12.70,2024-12-19 15:47:36
26915,12.70,2024-12-19 15:49:48
26916,11.30,2024-12-19 15:52:00
26917,11.30,2024-12-19 15:54:12
26918,12.70,2024-12-19 15:56:24
26919,11.30,2024-12-19 15:58:36
26920,11.30,2024-12-19 16:00:48
26921,12.70,2024-12-19 16:03:00
26922,11.30,2024-12-19 16:05:12
26923,9.80,2024-12-19 16:07:24
26924,11.30,2024-12-19 16:09:36
26925,11.30,2024-12-19 16:11:48
26926,11.30,2024-12-19 16:14:00
26927,12.70,2024-12-19 16:16:12
26928,36.70,2024-12-19 16:18:24
26929,11.30,2024-12-19 16:20:36
26930,11.30,2024-12-19 16:22:48
26931,11.30,2024-12-19 16:25:00
26932,11.30,2024-12-19 16:27:12
26933,11.30,2024-12-19 16:29:24
26934,11.30,2024-12-19 16:31:36
26935,12.70,2024-12-19 16:33:48
26936,9.80,2024-12-19 16:36:00
26937,12.70,2024-12-19 16:38:12
26938,11.30,2024-12-19 16:40:24
26939,9.80,2024-12-19 16:42:36
26940,12.70,2024-12-19 16:44:48
26941,24.00,2024-12-19 16:47:00
26942,12.70,2024-12-19 16:49:12
26943,9.80,2024-12-19 16:51:24
26944,11.30,2024-12-19 16:53:36
26945,12.70,2024-12-19 16:55:48
26946,12.70,2024-12-19 16:58:00
26947,11.30,2024-12-19 17:00:12
26948,11.30,2024-12-19 17:02:24
26949,11.30,2024-12-19 17:04:36
26950,12.70,2024-12-19 17:06:48
26951,12.70,2024-12-19 17:09:00
26952,12.70,2024-12-19 17:11:12
26953,11.30,2024-12-19 17:13:24
26954,11.30,2024-12-19 17:15:36
26955,11.30,2024-12-19 17:17:48
26956,11.30,2024-12-19 17:20:00
26957,11.30,2024-12-19 17:22:12
26958,9.80,2024-12-19 17:24:24
26959,11.30,2024-12-19 17:26:36
26960,12.70,2024-12-19 17:28:48
26961,12.70,2024-12-19 17:31:00
26962,9.80,2024-12-19 17:33:12
26963,8.30,2024-12-19 17:35:24
26964,11.30,2024-12-19 17:37:36
26965,12.70,2024-12-19 17:39:48
26966,12.70,2024-12-19 17:42:00
26967,11.30,2024-12-19 17:44:12
26968,11.30,2024-12-19 17:46:24
26969,11.30,2024-12-19 17:48:36
26970,11.30,2024-12-19 17:50:48
26971,11.30,2024-12-19 17:53:00
26972,11.30,2024-12-19 17:55:12
26973,12.70,2024-12-19 17:57:24
26974,11.30,2024-12-19 17:59:36
26975,11.30,2024-12-19 18:01:48
26976,11.30,2024-12-19 18:04:00
26977,11.30,2024-12-19 18:06:12
26978,12.70,2024-12-19 18:08:24
26979,11.30,2024-12-19 18:10:36
26980,12.70,2024-12-19 18:12:48
26981,9.80,2024-12-19 18:15:00
26982,11.30,2024-12-19 18:17:12
26983,11.30,2024-12-19 18:19:24
26984,11.30,2024-12-19 18:21:36
26985,12.70,2024-12-19 18:23:48
26986,11.30,2024-12-19 18:26:00
26987,11.30,2024-12-19 18:28:12
26988,12.70,2024-12-19 18:30:24
26989,24.00,2024-12-19 18:32:36
26990,11.30,2024-12-19 18:34:48
26991,11.30,2024-12-19 18:37:00
26992,11.30,2024-12-19 18:39:12
26993,21.10,2024-12-19 18:41:24
26994,11.30,2024-12-19 18:43:36
26995,12.70,2024-12-19 18:45:48
26996,11.30,2024-12-19 18:48:00
26997,11.30,2024-12-19 18:50:12
26998,11.30,2024-12-19 18:52:24
26999,12.70,2024-12-19 18:54:36
27000,11.30,2024-12-19 18:56:48
27001,12.70,2024-12-19 18:59:00
27002,12.70,2024-12-19 19:01:12
27003,11.30,2024-12-19 19:03:24
27004,11.30,2024-12-19 19:05:36
27005,11.30,2024-12-19 19:07:48
27006,11.30,2024-12-19 19:10:00
27007,12.70,2024-12-19 19:12:12
27008,12.70,2024-12-19 19:14:24
27009,11.30,2024-12-19 19:16:36
27010,11.30,2024-12-19 19:18:48
27011,12.70,2024-12-19 19:21:00
27012,11.30,2024-12-19 19:23:12
27013,12.70,2024-12-19 19:25:24
27014,9.80,2024-12-19 19:27:36
27015,9.80,2024-12-19 19:29:48
27016,12.70,2024-12-19 19:32:00
27017,11.30,2024-12-19 19:34:12
27018,11.30,2024-12-19 19:36:24
27019,11.30,2024-12-19 19:38:36
27020,11.30,2024-12-19 19:40:48
27021,9.80,2024-12-19 19:43:00
27022,24.00,2024-12-19 19:45:12
27023,12.70,2024-12-19 19:47:24
27024,11.30,2024-12-19 19:49:36
27025,12.70,2024-12-19 19:51:48
27026,11.30,2024-12-19 19:54:00
27027,12.70,2024-12-19 19:56:12
27028,12.70,2024-12-19 19:58:24
27029,11.30,2024-12-20 10:02:05
27030,35.30,2024-12-20 10:04:10
27031,12.70,2024-12-20 10:06:15
27032,12.70,2024-12-20 10:08:20
27033,12.70,2024-12-20 10:10:25
27034,12.70,2024-12-20 10:12:30
27035,12.70,2024-12-20 10:14:35
27036,12.70,2024-12-20 10:16:40
27037,11.30,2024-12-20 10:18:45
27038,12.70,2024-12-20 10:20:50
27039,11.30,2024-12-20 10:22:55
27040,11.30,2024-12-20 10:25:00
27041,12.70,2024-12-20 10:27:05
27042,24.00,2024-12-20 10:29:10
27043,35.30,2024-12-20 10:31:15
27044,11.30,2024-12-20 10:33:20
27045,9.80,2024-12-20 10:35:25
27046,12.70,2024-12-20 10:37:30
27047,11.30,2024-12-20 10:39:35
27048,12.70,2024-12-20 10:41:40
27049,11.30,2024-12-20 10:43:45
27050,12.70,2024-12-20 10:45:50
27051,11.30,2024-12-20 10:47:55
27052,12.70,2024-12-20 10:50:00
27053,22.60,2024-12-20 10:52:05
27054,12.70,2024-12-20 10:54:10
27055,11.30,2024-12-20 10:56:15
27056,9.80,2024-12-20 10:58:20
27057,11.30,2024-12-20 11:00:25
27058,12.70,2024-12-20 11:02:30
27059,11.30,2024-12-20 11:04:35
27060,11.30,2024-12-20 11:06:40
27061,11.30,2024-12-20 11:08:45
27062,36.70,2024-12-20 11:10:50
27063,9.80,2024-12-20 11:12:55
27064,22.60,2024-12-20 11:15:00
27065,11.30,2024-12-20 11:17:05
27066,12.70,2024-12-20 11:19:10
27067,11.30,2024-12-20 11:21:15
27068,9.80,2024-12-20 11:23:20
27069,11.30,2024-12-20 11:25:25
27070,11.30,2024-12-20 11:27:30
27071,22.50,2024-12-20 11:29:35
27072,11.30,2024-12-20 11:31:40
27073,12.70,2024-12-20 11:33:45
27074,21.10,2024-12-20 11:35:50
27075,11.30,2024-12-20 11:37:55
27076,11.30,2024-12-20 11:40:00
27077,11.30,2024-12-20 11:42:05
27078,12.70,2024-12-20 11:44:10
27079,38.10,2024-12-20 11:46:15
27080,12.70,2024-12-20 11:48:20
27081,12.70,2024-12-20 11:50:25
27082,11.30,2024-12-20 11:52:30
27083,22.60,2024-12-20 11:54:35
27084,12.70,2024-12-20 11:56:40
27085,11.30,2024-12-20 11:58:45
27086,11.30,2024-12-20 12:00:50
27087,12.70,2024-12-20 12:02:55
27088,9.80,2024-12-20 12:05:00
27089,12.70,2024-12-20 12:07:05
27090,12.70,2024-12-20 12:09:10
27091,11.30,2024-12-20 12:11:15
27092,11.30,2024-12-20 12:13:20
27093,11.30,2024-12-20 12:15:25
27094,12.70,2024-12-20 12:17:30
27095,12.70,2024-12-20 12:19:35
27096,11.30,2024-12-20 12:21:40
27097,12.70,2024-12-20 12:23:45
27098,12.70,2024-12-20 12:25:50
27099,9.80,2024-12-20 12:27:55
27100,11.30,2024-12-20 12:30:00
27101,11.30,2024-12-20 12:32:05
27102,12.70,2024-12-20 12:34:10
27103,12.70,2024-12-20 12:36:15
27104,12.70,2024-12-20 12:38:20
27105,12.70,2024-12-20 12:40:25
27106,22.50,2024-12-20 12:42:30
27107,11.30,2024-12-20 12:44:35
27108,12.70,2024-12-20 12:46:40
27109,11.30,2024-12-20 12:48:45
27110,11.30,2024-12-20 12:50:50
27111,12.70,2024-12-20 12:52:55
27112,12.70,2024-12-20 12:55:00
27113,12.70,2024-12-20 12:57:05
27114,11.30,2024-12-20 12:59:10
27115,11.30,2024-12-20 13:01:15
27116,11.30,2024-12-20 13:03:20
27117,12.70,2024-12-20 13:05:25
27118,11.30,2024-12-20 13:07:30
27119,11.30,2024-12-20 13:09:35
