orderid,item,itemid
30492,3696,33827
30493,1761,33828
30494,3699,33829
30495,1241,33830
30496,4463,33831
30497,3047,33832
30498,2193,33833
30499,4981,33834
30500,1225,33835
30501,3561,33836
30502,3039,33837
30503,304,33838
30504,3689,33839
30505,5122,33840
30506,4104,33841
30507,3369,33842
30508,3005,33843
30509,269,33844
30510,315,33845
30510,5077,33846
30510,3342,33847
30511,2146,33848
30512,4187,33849
30513,1124,33850
30514,2079,33851
30514,899,33852
30515,1952,33853
30516,35,33854
30517,2727,33855
30518,1140,33856
30519,2110,33857
30520,3709,33858
30521,2702,33859
30521,1899,33860
30522,1310,33861
30523,2670,33862
30524,3623,33863
30525,4136,33864
30526,3641,33865
30527,3526,33866
30528,2748,33867
30529,1435,33868
30530,1049,33869
30531,4312,33870
30532,3018,33871
30533,1991,33872
30534,3655,33873
30535,1851,33874
30536,3061,33875
30537,4329,33876
30538,4666,33877
30539,3583,33878
30540,1951,33879
30541,4937,33880
30542,290,33881
30543,3394,33882
30544,5022,33883
30545,155,33884
30545,1562,33885
30546,2846,33886
30547,2742,33887
30548,4499,33888
30549,2257,33889
30550,3052,33890
30551,2981,33891
30552,3629,33892
30553,713,33893
30554,4971,33894
30555,1114,33895
30556,163,33896
30557,3392,33897
30558,2922,33898
30559,846,33899
30560,3755,33900
30561,396,33901
30562,5059,33902
30563,1036,33903
30564,2912,33904
30565,1968,33905
30566,169,33906
30567,2202,33907
30568,3897,33908
30569,4174,33909
30570,1827,33910
30571,4284,33911
30572,4931,33912
30572,3268,33913
30573,784,33914
30574,4105,33915
30575,3807,33916
30576,4777,33917
30577,1002,33918
30578,2261,33919
30579,890,33920
30580,5107,33921
30581,388,33922
30582,1893,33923
30583,1654,33924
30584,3184,33925
30585,4921,33926
30586,1898,33927
30586,2264,33928
30586,5296,33929
30587,5131,33930
30588,5239,33931
30589,1391,33932
30590,1064,33933
30590,3482,33934
30591,1267,33935
30592,390,33936
30593,4087,33937
30594,5088,33938
30595,1242,33939
30596,4621,33940
30597,4645,33941
30598,191,33942
30599,2135,33943
30600,564,33944
30601,889,33945
30602,4133,33946
30603,4758,33947
30603,4881,33948
30604,5149,33949
30605,2722,33950
30606,3629,33951
30607,4403,33952
30608,3520,33953
30609,4207,33954
30610,2184,33955
30611,1462,33956
30612,2985,33957
30613,399,33958
30614,3007,33959
30615,4633,33960
30616,1353,33961
30617,2490,33962
30618,3370,33963
30619,4205,33964
30620,2742,33965
30621,1027,33966
30622,5166,33967
30623,3185,33968
30624,3939,33969
30625,4326,33970
30626,2105,33971
30627,3360,33972
30628,2501,33973
30629,380,33974
30630,807,33975
30631,3864,33976
30632,2015,33977
30632,4965,33978
30633,4770,33979
30634,1769,33980
30635,4701,33981
30636,1395,33982
30637,3792,33983
30638,4983,33984
30639,1604,33985
30640,3646,33986
30641,4270,33987
30642,1253,33988
30643,54,33989
30644,708,33990
30645,2407,33991
30646,3323,33992
30647,5202,33993
30648,463,33994
30649,3607,33995
30650,5092,33996
30651,1496,33997
30652,1202,33998
30653,1392,33999
30654,4261,34000
30655,2765,34001
30656,4605,34002
30657,1856,34003
30658,3703,34004
30659,398,34005
30660,524,34006
30661,3287,34007
30662,1829,34008
30663,2947,34009
30664,2321,34010
30665,2355,34011
30666,1217,34012
30667,2461,34013
30668,626,34014
30669,5275,34015
30670,1917,34016
30671,281,34017
30672,1169,34018
30673,1960,34019
30674,3830,34020
30675,2378,34021
30676,2101,34022
30676,2047,34023
30676,2011,34024
30677,2013,34025
30677,2118,34026
30678,647,34027
30679,1151,34028
30680,3734,34029
30681,5165,34030
30682,3189,34031
30683,2266,34032
30684,505,34033
30685,3012,34034
30686,3357,34035
30686,4349,34036
30687,5306,34037
30687,3805,34038
30688,2879,34039
30689,193,34040
30690,5008,34041
30691,89,34042
30692,183,34043
30693,1537,34044
30694,3479,34045
30695,3782,34046
30696,4327,34047
30697,2414,34048
30698,4323,34049
30699,962,34050
30700,4816,34051
30700,3528,34052
30700,5251,34053
30701,3746,34054
30702,5080,34055
30703,290,34056
30703,4720,34057
30703,2310,34058
30704,4711,34059
30705,4822,34060
30706,4817,34061
30707,3554,34062
30708,3730,34063
30709,2193,34064
30710,3220,34065
30711,1811,34066
30712,708,34067
30713,2416,34068
30714,570,34069
30715,1057,34070
30716,5024,34071
30717,4608,34072
30718,900,34073
30719,3397,34074
30720,1065,34075
30721,775,34076
30722,976,34077
30723,3992,34078
30724,4895,34079
30725,613,34080
30726,4749,34081
30727,4876,34082
30728,3595,34083
30729,2799,34084
30730,148,34085
30731,1105,34086
30732,3951,34087
30733,1752,34088
30734,3232,34089
30735,5243,34090
30735,1170,34091
30736,4676,34092
30737,994,34093
30738,1357,34094
30739,2852,34095
30740,490,34096
30741,1629,34097
30742,24,34098
30743,2889,34099
30744,1016,34100
30745,4448,34101
30746,2340,34102
30747,1012,34103
30748,4424,34104
30749,1946,34105
30750,3321,34106
30751,4469,34107
30752,3371,34108
30753,2808,34109
30754,3610,34110
30755,4386,34111
30756,4909,34112
30757,4176,34113
30758,2612,34114
30759,2680,34115
30760,5212,34116
30761,2236,34117
30762,2192,34118
30763,1478,34119
30764,3351,34120
30765,742,34121
30766,4569,34122
30767,1908,34123
30768,757,34124
30769,510,34125
30770,1805,34126
30771,3258,34127
30772,2271,34128
30773,4984,34129
30774,599,34130
30775,15,34131
30776,4456,34132
30777,1963,34133
30778,70,34134
30778,3917,34135
30779,900,34136
30780,455,34137
30781,4014,34138
30782,1797,34139
30783,3485,34140
30784,2428,34141
30785,1706,34142
30786,1625,34143
30787,5296,34144
30788,4071,34145
30789,2380,34146
30790,2711,34147
30791,2412,34148
30791,4209,34149
30792,4379,34150
30793,195,34151
30794,3966,34152
30795,850,34153
30796,3093,34154
30797,4007,34155
30798,2584,34156
30799,4195,34157
30800,1513,34158
30801,370,34159
30802,1450,34160
30803,729,34161
30804,4201,34162
30805,5161,34163
30806,4237,34164
30806,2098,34165
30807,2695,34166
30808,3426,34167
30809,1349,34168
30810,1188,34169
30811,2521,34170
30811,2402,34171
30812,3120,34172
30813,1388,34173
30814,3157,34174
30815,1020,34175
30815,8,34176
30816,4246,34177
30817,3441,34178
30818,4593,34179
30819,3887,34180
30820,843,34181
30821,963,34182
30822,692,34183
30823,3302,34184
30824,1722,34185
30825,214,34186
30826,1534,34187
30827,2488,34188
30828,1886,34189
30829,552,34190
30830,4121,34191
30831,650,34192
30832,1941,34193
30833,2464,34194
30834,4642,34195
30835,4284,34196
30836,2127,34197
30837,3274,34198
30837,2805,34199
30838,140,34200
30839,940,34201
30839,3375,34202
30840,3455,34203
30841,3418,34204
30842,1484,34205
30843,3556,34206
30844,1258,34207
30845,1841,34208
30846,5193,34209
30847,61,34210
30848,890,34211
30849,4975,34212
30850,372,34213
30851,67,34214
30852,3225,34215
30853,923,34216
30854,169,34217
30854,2549,34218
30855,5019,34219
30856,739,34220
30857,240,34221
30858,2128,34222
30859,717,34223
30860,3834,34224
30861,2000,34225
30862,2185,34226
30863,95,34227
30864,1181,34228
30865,3415,34229
30866,4117,34230
30867,3848,34231
30868,152,34232
30869,1903,34233
30870,345,34234
30871,3843,34235
30872,1427,34236
30873,7,34237
30874,833,34238
30875,4008,34239
30876,2346,34240
30877,5109,34241
30878,595,34242
30879,1006,34243
30880,3568,34244
30881,3661,34245
30882,3651,34246
30883,172,34247
30884,4694,34248
30885,5150,34249
30886,4438,34250
30887,288,34251
30887,2894,34252
30888,2190,34253
30889,4597,34254
30890,4974,34255
30891,4183,34256
30892,3727,34257
30893,584,34258
30894,1868,34259
30895,5178,34260
30896,5012,34261
30897,250,34262
30898,2435,34263
30899,4965,34264
30899,1649,34265
30899,1836,34266
30900,653,34267
30901,2535,34268
30902,4408,34269
30902,1805,34270
30903,1397,34271
30904,1699,34272
30905,3771,34273
30905,1363,34274
30906,65,34275
30907,741,34276
30908,2576,34277
30908,605,34278
30908,241,34279
30909,4084,34280
30910,3001,34281
30911,4484,34282
30912,4028,34283
30913,167,34284
30914,4735,34285
30915,3924,34286
30916,1260,34287
30917,732,34288
30918,4194,34289
30919,801,34290
30920,4907,34291
30921,3165,34292
30922,4963,34293
30923,4289,34294
30923,3180,34295
30924,1317,34296
30925,4692,34297
30926,799,34298
30927,1,34299
30928,5153,34300
30929,1745,34301
30929,1549,34302
30930,772,34303
30931,4661,34304
30932,2613,34305
30933,53,34306
30934,2845,34307
30935,382,34308
30935,2007,34309
30936,3963,34310
30937,1143,34311
30937,4186,34312
30938,5067,34313
30939,4553,34314
30940,2443,34315
30941,3272,34316
30942,1700,34317
30943,1727,34318
30944,1753,34319
30945,2490,34320
30946,4516,34321
30947,3150,34322
30948,5273,34323
30949,2637,34324
30950,1935,34325
30951,1129,34326
30952,764,34327
30953,957,34328
30954,320,34329
30955,4995,34330
30955,192,34331
30956,5135,34332
30957,1657,34333
30958,1171,34334
30959,2487,34335
30960,4675,34336
30961,2424,34337
30962,5190,34338
30963,1204,34339
30964,5150,34340
30965,1899,34341
30965,3358,34342
30966,5111,34343
30967,4058,34344
30968,3546,34345
30969,4344,34346
30969,4141,34347
30970,1548,34348
30971,1417,34349
30972,1902,34350
30973,5125,34351
30974,2571,34352
30975,390,34353
30976,1072,34354
30977,2496,34355
30978,1458,34356
30979,2445,34357
30980,772,34358
30981,1136,34359
30982,3294,34360
30983,2455,34361
30984,1447,34362
30985,3103,34363
30985,5170,34364
30986,3077,34365
30987,3518,34366
30987,5309,34367
30988,26,34368
30989,3369,34369
30990,2009,34370
30991,2269,34371
30992,4101,34372
30993,3177,34373
30994,1863,34374
30995,1267,34375
30996,2475,34376
30997,5268,34377
30998,2870,34378
30999,5137,34379
31000,2672,34380
31001,1112,34381
31002,4798,34382
31003,3124,34383
31003,5282,34384
31004,3127,34385
31005,3691,34386
31005,2276,34387
31006,2134,34388
31007,1003,34389
31008,4154,34390
31009,1793,34391
31010,1875,34392
31011,2086,34393
31011,3687,34394
31012,4191,34395
31013,4564,34396
31014,4302,34397
31015,2255,34398
31015,4721,34399
31015,3757,34400
31016,4098,34401
31017,3615,34402
31018,4624,34403
31019,1115,34404
31020,963,34405
31021,618,34406
31022,4117,34407
31023,2312,34408
31023,2363,34409
31024,4351,34410
31025,1673,34411
31026,3660,34412
31027,2793,34413
31028,174,34414
31029,3667,34415
31030,5310,34416
31030,4415,34417
31030,1990,34418
31031,4991,34419
31032,1212,34420
31033,3676,34421
31033,1626,34422
31034,224,34423
31035,4342,34424
31036,4101,34425
31037,3191,34426
31038,3258,34427
31039,2368,34428
31040,3732,34429
31041,861,34430
31042,2141,34431
31043,3180,34432
31044,2016,34433
31045,3491,34434
31046,313,34435
31047,5023,34436
31048,4906,34437
31049,259,34438
31050,2829,34439
31051,2737,34440
31052,4879,34441
31053,4802,34442
31054,2383,34443
31055,2995,34444
31056,3944,34445
31057,1209,34446
31058,3023,34447
31059,1889,34448
31060,5208,34449
31061,3533,34450
31062,1649,34451
31063,2480,34452
31064,4827,34453
31065,2481,34454
31066,1015,34455
31067,2091,34456
31068,4072,34457
31069,4028,34458
31070,5058,34459
31071,2397,34460
31072,3214,34461
31073,4387,34462
31074,3083,34463
31075,750,34464
31076,4554,34465
31077,1407,34466
31078,1560,34467
31079,2506,34468
31080,1201,34469
31081,524,34470
31082,2202,34471
31083,4477,34472
31084,316,34473
31085,1866,34474
31086,4945,34475
31087,4058,34476
31088,1114,34477
31089,2600,34478
31090,5219,34479
31090,2200,34480
31091,401,34481
31092,3595,34482
31093,231,34483
31094,742,34484
31095,3471,34485
31096,3554,34486
31097,1256,34487
31098,2511,34488
31099,612,34489
31100,1449,34490
31101,1258,34491
31102,4094,34492
31103,1319,34493
31104,495,34494
31105,2698,34495
31106,1598,34496
31107,4891,34497
31108,2667,34498
31109,2653,34499
31110,1603,34500
31111,187,34501
31112,2495,34502
31113,3233,34503
31114,1540,34504
31115,1662,34505
31116,4734,34506
31117,3078,34507
31118,2636,34508
31119,1784,34509
31119,881,34510
31119,2183,34511
31120,2734,34512
31120,3566,34513
31121,3585,34514
31122,489,34515
31123,2003,34516
31124,1914,34517
31125,4054,34518
31126,4377,34519
31127,833,34520
31128,1826,34521
31129,3752,34522
31130,4678,34523
31131,5169,34524
31132,1401,34525
31133,4934,34526
31134,2594,34527
31135,129,34528
31136,478,34529
31137,262,34530
31138,4236,34531
31139,1133,34532
31140,3918,34533
31141,1735,34534
31142,553,34535
31143,1411,34536
31144,2225,34537
31145,1771,34538
31146,2821,34539
31147,75,34540
31148,4982,34541
31149,3715,34542
31150,1536,34543
31151,1465,34544
31152,3254,34545
31153,2314,34546
31154,2240,34547
31155,1506,34548
31156,149,34549
31157,2080,34550
31158,2439,34551
31159,2212,34552
31160,1305,34553
31161,4017,34554
31162,4077,34555
31163,3075,34556
31164,151,34557
31165,1359,34558
31166,977,34559
31167,2613,34560
31168,1752,34561
31169,619,34562
31170,2653,34563
31171,1512,34564
31172,2546,34565
31173,582,34566
31174,3697,34567
31175,2526,34568
31175,1636,34569
31176,3658,34570
31177,1501,34571
31178,4928,34572
31179,4356,34573
31180,1287,34574
31181,5211,34575
31182,1885,34576
31183,4008,34577
31184,1806,34578
31185,1100,34579
31186,5105,34580
31187,5056,34581
31188,2454,34582
31189,1090,34583
31190,1849,34584
31191,2127,34585
31192,1449,34586
31193,402,34587
31194,5014,34588
31195,2208,34589
31196,1007,34590
31197,2882,34591
31198,1606,34592
31199,1015,34593
31200,4434,34594
31201,191,34595
31201,385,34596
31202,3883,34597
31203,4267,34598
31204,1140,34599
31204,4008,34600
31204,3239,34601
31205,3434,34602
31206,2315,34603
31207,3971,34604
31208,5218,34605
31208,2558,34606
31209,560,34607
31209,3093,34608
31210,4783,34609
31211,4586,34610
31212,4225,34611
31213,4809,34612
31214,3311,34613
31215,2459,34614
31216,4665,34615
31217,5225,34616
31218,4384,34617
31219,1635,34618
31220,4308,34619
31221,2712,34620
31222,3555,34621
31222,4141,34622
31223,3139,34623
31224,3750,34624
31225,1852,34625
31226,599,34626
31227,2845,34627
31228,1563,34628
31229,208,34629
31230,460,34630
31231,1770,34631
31232,3463,34632
31233,3824,34633
31234,5006,34634
31235,3623,34635
31236,3724,34636
31237,2947,34637
31238,3103,34638
31239,1230,34639
31240,424,34640
31241,5028,34641
31242,2138,34642
31243,1696,34643
31244,3643,34644
31245,3195,34645
31246,1253,34646
31247,631,34647
31248,29,34648
31249,4050,34649
31250,4931,34650
31251,715,34651
31252,2500,34652
31253,4606,34653
31254,1416,34654
31255,1656,34655
31256,125,34656
31257,3068,34657
31258,3600,34658
31259,2052,34659
31260,1170,34660
31261,3124,34661
31262,1475,34662
31263,192,34663
31264,1984,34664
31265,484,34665
31266,3421,34666
31267,3776,34667
31268,750,34668
31269,2558,34669
31270,869,34670
31271,3466,34671
31272,4289,34672
31273,3990,34673
31274,5207,34674
31275,4271,34675
31276,3044,34676
31277,1468,34677
31278,2178,34678
31279,4907,34679
31279,1127,34680
31280,2573,34681
31281,987,34682
31282,4911,34683
31283,331,34684
31284,3060,34685
31285,153,34686
31286,1707,34687
31287,3257,34688
31288,2294,34689
31289,5004,34690
31290,4099,34691
31291,4022,34692
31292,2074,34693
31293,17,34694
31293,3348,34695
31294,1824,34696
31295,3426,34697
31296,254,34698
31296,762,34699
31297,2832,34700
31297,60,34701
31298,3514,34702
31299,1361,34703
31300,4523,34704
31301,1395,34705
31302,3422,34706
31303,2065,34707
31304,921,34708
31305,4370,34709
31306,4942,34710
31307,1047,34711
31307,4111,34712
31308,2830,34713
31309,5256,34714
31310,3059,34715
31311,1671,34716
31312,1063,34717
31313,1249,34718
31314,4679,34719
31315,4440,34720
31316,399,34721
31317,3317,34722
31318,5307,34723
31319,1550,34724
31320,1710,34725
31321,3365,34726
31322,5032,34727
31323,906,34728
31324,4353,34729
31325,112,34730
31326,1807,34731
31326,1277,34732
31327,1077,34733
31328,2055,34734
31329,5079,34735
31330,1690,34736
31331,284,34737
31332,3531,34738
31333,5040,34739
31334,1148,34740
31335,3814,34741
31336,1064,34742
31337,5038,34743
31338,429,34744
31339,303,34745
31340,30,34746
31341,5295,34747
31342,3989,34748
31342,2872,34749
31343,749,34750
31344,3102,34751
31345,1944,34752
31346,1279,34753
31347,5150,34754
31348,3425,34755
31349,4271,34756
31350,1281,34757
31351,3281,34758
31352,3313,34759
31352,3447,34760
31352,1786,34761
31353,1744,34762
31354,4973,34763
31355,69,34764
31356,4203,34765
31357,3229,34766
31358,674,34767
31359,4592,34768
31360,4983,34769
31361,4763,34770
31362,1893,34771
31363,3700,34772
31364,2479,34773
31365,4360,34774
31366,5128,34775
31367,3182,34776
31368,4518,34777
31369,4572,34778
31370,1401,34779
31371,339,34780
31372,4597,34781
31373,4895,34782
31374,1113,34783
31375,1261,34784
31376,4978,34785
31377,4930,34786
31377,3103,34787
31377,2630,34788
31378,3721,34789
31379,719,34790
31380,812,34791
31380,30,34792
31380,2732,34793
31381,6,34794
31382,5099,34795
31383,2950,34796
31384,4521,34797
31385,3368,34798
31386,1817,34799
31387,3364,34800
31387,3590,34801
31388,4360,34802
31389,2254,34803
31390,3407,34804
31391,621,34805
31392,4576,34806
31393,4033,34807
31394,1912,34808
31395,2220,34809
31395,4257,34810
31395,297,34811
31396,320,34812
31397,1646,34813
31398,761,34814
31399,2248,34815
31400,4795,34816
31401,3652,34817
31402,2077,34818
31403,1581,34819
31404,1597,34820
31404,3771,34821
31405,325,34822
31405,2270,34823
31405,4625,34824
31406,1179,34825
31407,2940,34826
31408,5112,34827
31409,2685,34828
31410,450,34829
31411,2385,34830
31412,2349,34831
31413,3636,34832
31414,2311,34833
31415,241,34834
31416,5062,34835
31417,4198,34836
31418,2808,34837
31419,88,34838
31420,1492,34839
31421,1264,34840
31422,122,34841
31423,364,34842
31424,2306,34843
31425,4126,34844
31426,3696,34845
31427,2533,34846
31428,4527,34847
31429,3626,34848
31430,3420,34849
31431,647,34850
31432,3573,34851
31433,4971,34852
31434,2523,34853
31435,1279,34854
31436,2687,34855
31437,4598,34856
31438,200,34857
31557,252,34858
31439,99,34859
31439,4705,34860
31440,3033,34861
31441,5159,34862
31442,258,34863
31443,118,34864
31444,4009,34865
31445,3181,34866
31446,284,34867
31447,4823,34868
31447,5141,34869
31448,2044,34870
31449,2743,34871
31449,478,34872
31449,4935,34873
31450,5011,34874
31451,1543,34875
31452,4121,34876
31453,2798,34877
31454,2919,34878
31455,2141,34879
31456,4442,34880
31457,2387,34881
31458,1926,34882
31459,3176,34883
31460,1224,34884
31461,756,34885
31462,519,34886
31463,760,34887
31464,2466,34888
31465,800,34889
31466,4041,34890
31467,5058,34891
31468,3611,34892
31469,4864,34893
31470,1902,34894
31471,2452,34895
31472,230,34896
31473,4984,34897
31474,2871,34898
31475,1495,34899
31476,47,34900
31477,2690,34901
31478,2615,34902
31479,2477,34903
31480,1242,34904
31481,189,34905
31482,4863,34906
31483,4815,34907
31484,4136,34908
31485,4868,34909
31486,4756,34910
31486,3793,34911
31487,3198,34912
31488,4840,34913
31489,3243,34914
31489,4802,34915
31490,4881,34916
31490,4062,34917
31491,5259,34918
31492,120,34919
31493,4853,34920
31494,3178,34921
31495,303,34922
31496,2720,34923
31497,3437,34924
31498,463,34925
31499,4157,34926
31500,3726,34927
31501,4820,34928
31502,3731,34929
31503,1696,34930
31504,4227,34931
31505,4283,34932
31506,2956,34933
31507,482,34934
31508,1443,34935
31509,4121,34936
31510,2810,34937
31510,4410,34938
31511,303,34939
31512,2010,34940
31513,2531,34941
31514,1158,34942
31515,2926,34943
31516,270,34944
31517,2691,34945
31518,4468,34946
31519,488,34947
31520,1737,34948
31521,2445,34949
31522,4028,34950
31523,3353,34951
31524,4644,34952
31525,2057,34953
31526,4766,34954
31527,1608,34955
31528,3903,34956
31529,5272,34957
31530,4604,34958
31531,627,34959
31532,5116,34960
31532,1523,34961
31533,4134,34962
31534,405,34963
31535,1020,34964
31536,4637,34965
31537,1216,34966
31538,3365,34967
31539,3962,34968
31539,3578,34969
31540,2344,34970
31541,3480,34971
31542,2165,34972
31543,2326,34973
31544,4339,34974
31545,2950,34975
31546,2685,34976
31546,2819,34977
31547,4172,34978
31548,3,34979
31549,2374,34980
31550,3867,34981
31551,222,34982
31552,3484,34983
31553,966,34984
31553,993,34985
31554,1254,34986
31555,4411,34987
31556,4583,34988
31558,5262,34989
31558,540,34990
31559,4845,34991
31560,2854,34992
31561,1720,34993
31561,4938,34994
31562,5242,34995
31563,2005,34996
31564,3642,34997
31565,3633,34998
31566,5024,34999
31567,4049,35000
31568,1780,35001
31568,1475,35002
31568,5087,35003
31569,2007,35004
31570,4288,35005
31571,2288,35006
31571,5072,35007
31571,2595,35008
31572,2329,35009
31573,5263,35010
31574,473,35011
31575,1976,35012
31576,569,35013
31577,1428,35014
31578,1571,35015
31579,535,35016
31580,4671,35017
31581,1355,35018
31582,568,35019
31583,2267,35020
31584,267,35021
31585,1965,35022
31586,665,35023
31587,3915,35024
31588,3135,35025
31589,1330,35026
31590,3770,35027
31590,4219,35028
31591,3417,35029
31592,2440,35030
31593,4393,35031
31593,1722,35032
31594,654,35033
31595,2191,35034
31596,2024,35035
31597,1665,35036
31598,2836,35037
31599,91,35038
31600,978,35039
31601,515,35040
31602,3480,35041
31603,4535,35042
31604,2461,35043
31605,3616,35044
31605,3147,35045
31606,2995,35046
31607,3196,35047
31608,1733,35048
31609,4727,35049
31610,671,35050
31611,646,35051
31612,2744,35052
31613,4549,35053
31614,1916,35054
31615,1469,35055
31615,390,35056
31616,3478,35057
31617,1194,35058
31618,3695,35059
31619,3246,35060
31620,2749,35061
31621,4792,35062
31622,4947,35063
31623,3945,35064
31624,937,35065
31625,2235,35066
31626,4704,35067
31626,4813,35068
31626,22,35069
31627,947,35070
31628,5105,35071
31628,2178,35072
31628,1245,35073
31629,3730,35074
31630,4804,35075
31631,3433,35076
31632,4779,35077
31633,611,35078
31634,316,35079
31635,4884,35080
31635,2137,35081
31636,505,35082
31637,4631,35083
31638,2862,35084
31639,1977,35085
31640,4418,35086
31641,2833,35087
31642,16,35088
31643,2600,35089
31644,1774,35090
31645,5262,35091
31646,667,35092
31647,3857,35093
31647,3004,35094
31648,4710,35095
31649,1570,35096
31650,1240,35097
31651,2631,35098
31652,816,35099
31653,1833,35100
31654,4395,35101
31655,5233,35102
31655,4229,35103
31655,890,35104
31656,1222,35105
31657,4759,35106
31658,643,35107
31659,3232,35108
31660,2881,35109
31661,4803,35110
31662,2032,35111
31663,4546,35112
31664,4723,35113
31665,3706,35114
31666,4346,35115
31666,2161,35116
31666,3871,35117
31667,134,35118
31668,3502,35119
31669,1453,35120
31670,2147,35121
31671,4464,35122
31672,2308,35123
31673,529,35124
31674,1497,35125
31675,1025,35126
31676,4480,35127
31677,4661,35128
31678,5130,35129
31679,116,35130
31680,2576,35131
31681,1091,35132
31682,1544,35133
31683,1141,35134
31684,3324,35135
31684,2643,35136
31685,3801,35137
31686,2447,35138
31687,2398,35139
31688,4354,35140
31688,544,35141
31689,5139,35142
31690,3041,35143
31691,1448,35144
31692,883,35145
31693,4221,35146
31694,2038,35147
31695,3496,35148
31696,2767,35149
31697,3897,35150
31698,1355,35151
31699,1925,35152
31700,2639,35153
31701,1360,35154
31702,3637,35155
31703,782,35156
31704,3708,35157
31705,4911,35158
31706,1727,35159
31707,964,35160
31708,4299,35161
31709,1325,35162
31710,4970,35163
31711,1453,35164
31712,1332,35165
31713,184,35166
31714,2779,35167
31715,5181,35168
31716,4998,35169
31717,1586,35170
31718,3493,35171
31718,2552,35172
31719,3846,35173
31720,4871,35174
31721,5285,35175
31721,3690,35176
31721,2839,35177
31722,877,35178
31723,3102,35179
31724,1747,35180
31725,1232,35181
31726,2267,35182
31727,817,35183
31728,1681,35184
31729,4647,35185
31730,4128,35186
31731,5050,35187
31732,5295,35188
31733,4610,35189
31733,14,35190
31733,754,35191
31734,1893,35192
31735,1623,35193
31736,186,35194
31737,4259,35195
31737,2885,35196
31738,3202,35197
31739,3621,35198
31740,1577,35199
31741,1882,35200
31742,4951,35201
31742,3070,35202
31742,447,35203
31743,4751,35204
31744,5209,35205
31745,4545,35206
31746,4280,35207
31747,59,35208
31747,3535,35209
31748,3747,35210
31749,1559,35211
31750,3032,35212
31751,2303,35213
31752,4026,35214
31753,845,35215
31754,4016,35216
31755,2534,35217
31756,2388,35218
31757,1560,35219
31758,158,35220
31759,4069,35221
31760,5129,35222
31761,2588,35223
31762,1063,35224
31763,2336,35225
31763,4695,35226
31764,2043,35227
31765,4909,35228
31766,1576,35229
31767,1553,35230
31768,2435,35231
31769,4104,35232
31770,3087,35233
31771,924,35234
31772,950,35235
31773,1554,35236
31774,4964,35237
31775,5203,35238
31776,1093,35239
31777,3760,35240
31778,2384,35241
31779,1653,35242
31780,4322,35243
31781,4804,35244
31782,4656,35245
31783,4306,35246
31784,2910,35247
31785,3602,35248
31786,3712,35249
31787,4602,35250
31787,3265,35251
31787,3351,35252
31788,4179,35253
31789,2104,35254
31790,4338,35255
31791,4931,35256
31792,2018,35257
31793,590,35258
31794,47,35259
31795,630,35260
31796,4065,35261
31797,1410,35262
31798,4918,35263
31799,3263,35264
31800,1381,35265
31801,724,35266
31802,3106,35267
31803,261,35268
31804,5244,35269
31805,4864,35270
31805,3158,35271
31806,3554,35272
31807,181,35273
31808,636,35274
31809,798,35275
31810,3235,35276
31811,5037,35277
31812,935,35278
31813,2447,35279
31814,1884,35280
31815,4053,35281
31816,1940,35282
31817,5281,35283
31818,3360,35284
31819,4550,35285
31820,4860,35286
31821,2300,35287
31822,2564,35288
31823,3308,35289
31824,2899,35290
31825,2851,35291
31826,394,35292
31827,1580,35293
31828,3030,35294
31829,2789,35295
31830,3938,35296
31831,2112,35297
31832,5292,35298
31833,588,35299
31834,4101,35300
31835,2918,35301
31836,424,35302
31837,2167,35303
31838,3840,35304
31839,2883,35305
31840,3824,35306
31841,1576,35307
31842,1751,35308
31843,2043,35309
31844,3869,35310
31845,5240,35311
31846,1767,35312
31847,3715,35313
31848,2640,35314
31849,3527,35315
31850,5328,35316
31851,936,35317
31852,2709,35318
31853,2185,35319
31854,4368,35320
31855,1603,35321
31856,2032,35322
31857,4664,35323
31858,1946,35324
31859,1296,35325
31860,4861,35326
31861,2086,35327
31862,3940,35328
31863,226,35329
31864,2915,35330
31865,2983,35331
31866,397,35332
31867,5055,35333
31868,3691,35334
31869,721,35335
31870,194,35336
31871,437,35337
31872,4861,35338
31873,4464,35339
31874,2014,35340
31875,237,35341
31876,2839,35342
31877,5316,35343
31878,986,35344
31879,536,35345
31879,906,35346
31879,1069,35347
31880,4471,35348
31881,1113,35349
31882,3411,35350
31883,1962,35351
31884,1227,35352
31885,3597,35353
31886,4800,35354
31887,630,35355
31887,4102,35356
31888,2047,35357
31889,3714,35358
31890,4553,35359
31891,974,35360
31891,4048,35361
31891,2428,35362
31892,2246,35363
31893,4269,35364
31894,4901,35365
31895,2839,35366
31896,672,35367
31897,3395,35368
31898,1628,35369
31899,2819,35370
31900,1829,35371
31901,3298,35372
31902,3410,35373
31903,2715,35374
31904,488,35375
31905,3474,35376
31906,4629,35377
31907,3826,35378
31908,569,35379
31909,3882,35380
31909,4412,35381
31910,1165,35382
31911,2613,35383
31912,898,35384
31913,760,35385
31914,3952,35386
31915,13,35387
31916,168,35388
31917,3590,35389
31918,3378,35390
31919,4260,35391
31920,2226,35392
31921,3108,35393
31922,3893,35394
31922,3958,35395
31923,4402,35396
31924,3306,35397
31925,4014,35398
31926,623,35399
31927,2333,35400
31928,4562,35401
31929,4055,35402
31930,1249,35403
31931,5195,35404
31932,2377,35405
31933,2987,35406
31934,3802,35407
31935,1249,35408
31936,4116,35409
31937,4175,35410
31938,4273,35411
31939,3791,35412
