itemid,type,baseprice
12041,Larger Plate,12.70
12042,Larger Plate,12.70
12043,Larger Plate,12.70
12044,Larger Plate,12.70
12045,Larger Plate,12.70
12046,Larger Plate,12.70
12047,Larger Plate,12.70
12048,Larger Plate,12.70
12049,Larger Plate,12.70
12050,Larger Plate,12.70
12051,Larger Plate,12.70
12052,Larger Plate,12.70
12053,Larger Plate,12.70
12054,Larger Plate,12.70
12055,Larger Plate,12.70
12056,Larger Plate,12.70
12057,Larger Plate,12.70
12058,Larger Plate,12.70
12059,Larger Plate,12.70
12060,Larger Plate,12.70
12061,Larger Plate,12.70
12062,Larger Plate,12.70
12063,Larger Plate,12.70
12064,Larger Plate,12.70
12065,Larger Plate,12.70
12066,Larger Plate,12.70
12067,Larger Plate,12.70
12068,Larger Plate,12.70
12069,Larger Plate,12.70
12070,Larger Plate,12.70
12071,Larger Plate,12.70
12072,Larger Plate,12.70
12073,Larger Plate,12.70
12074,Larger Plate,12.70
12075,Larger Plate,12.70
12076,Larger Plate,12.70
12077,Larger Plate,12.70
12078,Larger Plate,12.70
12079,Larger Plate,12.70
12080,Larger Plate,12.70
12081,Larger Plate,12.70
12082,Larger Plate,12.70
12083,Larger Plate,12.70
12084,Larger Plate,12.70
12085,Larger Plate,12.70
12086,Larger Plate,12.70
12087,Larger Plate,12.70
12088,Larger Plate,12.70
12089,Larger Plate,12.70
12090,Larger Plate,12.70
12091,Larger Plate,12.70
12092,Larger Plate,12.70
12093,Larger Plate,12.70
12094,Larger Plate,12.70
12095,Larger Plate,12.70
12096,Larger Plate,12.70
12097,Larger Plate,12.70
12098,Larger Plate,12.70
12099,Larger Plate,12.70
12100,Larger Plate,12.70
12101,Larger Plate,12.70
12102,Larger Plate,12.70
12103,Larger Plate,12.70
12104,Larger Plate,12.70
12105,Larger Plate,12.70
12106,Larger Plate,12.70
12107,Larger Plate,12.70
12108,Larger Plate,12.70
12109,Larger Plate,12.70
12110,Larger Plate,12.70
12111,Larger Plate,12.70
12112,Larger Plate,12.70
12113,Larger Plate,12.70
12114,Larger Plate,12.70
12115,Larger Plate,12.70
12116,Larger Plate,12.70
12117,Larger Plate,12.70
12118,Larger Plate,12.70
12119,Larger Plate,12.70
12120,Larger Plate,12.70
12121,Larger Plate,12.70
12122,Larger Plate,12.70
12123,Larger Plate,12.70
12124,Larger Plate,12.70
12125,Larger Plate,12.70
12126,Larger Plate,12.70
12127,Larger Plate,12.70
12128,Larger Plate,12.70
12129,Larger Plate,12.70
12130,Larger Plate,12.70
12131,Larger Plate,12.70
12132,Larger Plate,12.70
12133,Larger Plate,12.70
12134,Larger Plate,12.70
12135,Larger Plate,12.70
12136,Larger Plate,12.70
12137,Larger Plate,12.70
12138,Larger Plate,12.70
12139,Larger Plate,12.70
12140,Larger Plate,12.70
12141,Larger Plate,12.70
12142,Larger Plate,12.70
12143,Larger Plate,12.70
12144,Larger Plate,11.30
12145,Larger Plate,11.30
12146,Larger Plate,11.30
12147,Larger Plate,11.30
12148,Larger Plate,11.30
12149,Larger Plate,11.30
12150,Larger Plate,11.30
12151,Larger Plate,11.30
12152,Larger Plate,11.30
12153,Larger Plate,11.30
12154,Larger Plate,11.30
12155,Larger Plate,11.30
12156,Larger Plate,11.30
12157,Larger Plate,11.30
12158,Larger Plate,11.30
12159,Larger Plate,11.30
12160,Larger Plate,12.70
12161,Larger Plate,12.70
12162,Larger Plate,12.70
12163,Larger Plate,12.70
12164,Larger Plate,12.70
12165,Larger Plate,12.70
12166,Larger Plate,12.70
12167,Larger Plate,12.70
12168,Larger Plate,12.70
12169,Larger Plate,12.70
12170,Larger Plate,12.70
12171,Larger Plate,12.70
12172,Larger Plate,12.70
12173,Larger Plate,12.70
12174,Larger Plate,12.70
12175,Larger Plate,12.70
12176,Larger Plate,12.70
12177,Larger Plate,12.70
12178,Larger Plate,12.70
12179,Larger Plate,12.70
12180,Larger Plate,12.70
12181,Larger Plate,12.70
12182,Larger Plate,12.70
12183,Larger Plate,12.70
12184,Larger Plate,12.70
12185,Larger Plate,12.70
12186,Larger Plate,12.70
12187,Larger Plate,12.70
12188,Larger Plate,12.70
12189,Larger Plate,12.70
12190,Larger Plate,12.70
12191,Larger Plate,12.70
12192,Larger Plate,11.30
12193,Larger Plate,11.30
12194,Larger Plate,11.30
12195,Larger Plate,11.30
12196,Larger Plate,11.30
12197,Larger Plate,11.30
12198,Larger Plate,11.30
12199,Larger Plate,11.30
12200,Larger Plate,11.30
12201,Larger Plate,11.30
12202,Larger Plate,11.30
12203,Larger Plate,11.30
12204,Larger Plate,11.30
12205,Larger Plate,11.30
12206,Larger Plate,11.30
12207,Larger Plate,11.30
12208,Larger Plate,11.30
12209,Larger Plate,11.30
12210,Larger Plate,11.30
12211,Larger Plate,11.30
12212,Larger Plate,11.30
12213,Larger Plate,11.30
12214,Larger Plate,11.30
12215,Larger Plate,11.30
12216,Larger Plate,11.30
12217,Larger Plate,11.30
12218,Larger Plate,11.30
12219,Larger Plate,11.30
12220,Larger Plate,11.30
12221,Larger Plate,11.30
12222,Larger Plate,11.30
12223,Larger Plate,11.30
12224,Larger Plate,11.30
12225,Larger Plate,11.30
12226,Larger Plate,11.30
12227,Larger Plate,11.30
12228,Larger Plate,11.30
12229,Larger Plate,11.30
12230,Larger Plate,11.30
12231,Larger Plate,11.30
12232,Larger Plate,11.30
12233,Larger Plate,11.30
12234,Larger Plate,11.30
12235,Larger Plate,11.30
12236,Larger Plate,11.30
12237,Larger Plate,11.30
12238,Larger Plate,11.30
12239,Larger Plate,11.30
12240,Larger Plate,11.30
12241,Larger Plate,11.30
12242,Larger Plate,11.30
12243,Larger Plate,11.30
12244,Larger Plate,11.30
12245,Larger Plate,11.30
12246,Larger Plate,11.30
12247,Larger Plate,11.30
12248,Larger Plate,11.30
12249,Larger Plate,11.30
12250,Larger Plate,11.30
12251,Larger Plate,11.30
12252,Larger Plate,11.30
12253,Larger Plate,11.30
12254,Larger Plate,11.30
12255,Larger Plate,11.30
12256,Larger Plate,11.30
12257,Larger Plate,11.30
12258,Larger Plate,11.30
12259,Larger Plate,11.30
12260,Larger Plate,11.30
12261,Larger Plate,11.30
12262,Larger Plate,11.30
12263,Larger Plate,11.30
12264,Larger Plate,11.30
12265,Larger Plate,11.30
12266,Larger Plate,11.30
12267,Larger Plate,11.30
12268,Larger Plate,11.30
12269,Larger Plate,11.30
12270,Larger Plate,11.30
12271,Larger Plate,11.30
12272,Larger Plate,11.30
12273,Larger Plate,11.30
12274,Larger Plate,11.30
12275,Larger Plate,11.30
12276,Larger Plate,11.30
12277,Larger Plate,11.30
12278,Larger Plate,11.30
12279,Larger Plate,11.30
12280,Larger Plate,11.30
12281,Larger Plate,11.30
12282,Larger Plate,11.30
12283,Larger Plate,11.30
12284,Larger Plate,11.30
12285,Larger Plate,11.30
12286,Larger Plate,11.30
12287,Larger Plate,11.30
12288,Larger Plate,11.30
12289,Larger Plate,11.30
12290,Larger Plate,11.30
12291,Larger Plate,11.30
12292,Larger Plate,11.30
12293,Larger Plate,11.30
12294,Larger Plate,11.30
12295,Larger Plate,11.30
12296,Larger Plate,11.30
12297,Larger Plate,11.30
12298,Larger Plate,11.30
12299,Larger Plate,11.30
12300,Larger Plate,11.30
12301,Larger Plate,11.30
12302,Larger Plate,11.30
12303,Larger Plate,11.30
12304,Larger Plate,11.30
12305,Larger Plate,11.30
12306,Larger Plate,11.30
12307,Larger Plate,11.30
12308,Larger Plate,11.30
12309,Larger Plate,11.30
12310,Larger Plate,11.30
12311,Larger Plate,11.30
12312,Larger Plate,11.30
12313,Larger Plate,11.30
12314,Larger Plate,11.30
12315,Larger Plate,11.30
12316,Larger Plate,11.30
12317,Larger Plate,11.30
12318,Larger Plate,11.30
12319,Larger Plate,11.30
12320,Larger Plate,11.30
12321,Larger Plate,11.30
12322,Larger Plate,11.30
12323,Larger Plate,11.30
12324,Larger Plate,11.30
12325,Larger Plate,11.30
12326,Larger Plate,11.30
12327,Larger Plate,11.30
12328,Larger Plate,11.30
12329,Larger Plate,11.30
12330,Larger Plate,11.30
12331,Larger Plate,11.30
12332,Larger Plate,11.30
12333,Larger Plate,11.30
12334,Larger Plate,11.30
12335,Larger Plate,11.30
12336,Larger Plate,11.30
12337,Larger Plate,11.30
12338,Larger Plate,11.30
12339,Larger Plate,11.30
12340,Larger Plate,11.30
12341,Larger Plate,11.30
12342,Larger Plate,11.30
12343,Larger Plate,11.30
12344,Larger Plate,11.30
12345,Larger Plate,11.30
12346,Larger Plate,11.30
12347,Larger Plate,11.30
12348,Larger Plate,11.30
12349,Larger Plate,11.30
12350,Larger Plate,11.30
12351,Larger Plate,11.30
12352,Larger Plate,12.70
12353,Larger Plate,12.70
12354,Larger Plate,12.70
12355,Larger Plate,12.70
12356,Larger Plate,12.70
12357,Larger Plate,12.70
12358,Larger Plate,12.70
12359,Larger Plate,12.70
12360,Larger Plate,12.70
12361,Larger Plate,12.70
12362,Larger Plate,12.70
12363,Larger Plate,12.70
12364,Larger Plate,12.70
12365,Larger Plate,12.70
12366,Larger Plate,12.70
12367,Larger Plate,12.70
12368,Larger Plate,12.70
12369,Larger Plate,12.70
12370,Larger Plate,12.70
12371,Larger Plate,12.70
12372,Larger Plate,12.70
12373,Larger Plate,12.70
12374,Larger Plate,12.70
12375,Larger Plate,12.70
12376,Larger Plate,12.70
12377,Larger Plate,12.70
12378,Larger Plate,12.70
12379,Larger Plate,12.70
12380,Larger Plate,12.70
12381,Larger Plate,12.70
12382,Larger Plate,12.70
12383,Larger Plate,12.70
12384,Larger Plate,11.30
12385,Larger Plate,11.30
12386,Larger Plate,11.30
12387,Larger Plate,11.30
12388,Larger Plate,11.30
12389,Larger Plate,11.30
12390,Larger Plate,11.30
12391,Larger Plate,11.30
12392,Larger Plate,11.30
12393,Larger Plate,11.30
12394,Larger Plate,11.30
12395,Larger Plate,11.30
12396,Larger Plate,11.30
12397,Larger Plate,11.30
12398,Larger Plate,11.30
12399,Larger Plate,11.30
12400,Larger Plate,11.30
12401,Larger Plate,11.30
12402,Larger Plate,11.30
12403,Larger Plate,11.30
12404,Larger Plate,11.30
12405,Larger Plate,11.30
12406,Larger Plate,11.30
12407,Larger Plate,11.30
12408,Larger Plate,11.30
12409,Larger Plate,11.30
12410,Larger Plate,11.30
12411,Larger Plate,11.30
12412,Larger Plate,11.30
12413,Larger Plate,11.30
12414,Larger Plate,11.30
12415,Larger Plate,11.30
12416,Larger Plate,11.30
12417,Larger Plate,11.30
12418,Larger Plate,11.30
12419,Larger Plate,11.30
12420,Larger Plate,11.30
12421,Larger Plate,11.30
12422,Larger Plate,11.30
12423,Larger Plate,11.30
12424,Larger Plate,11.30
12425,Larger Plate,11.30
12426,Larger Plate,11.30
12427,Larger Plate,11.30
12428,Larger Plate,11.30
12429,Larger Plate,11.30
12430,Larger Plate,11.30
12431,Larger Plate,11.30
12432,Larger Plate,11.30
12433,Larger Plate,11.30
12434,Larger Plate,11.30
12435,Larger Plate,11.30
12436,Larger Plate,11.30
12437,Larger Plate,11.30
12438,Larger Plate,11.30
12439,Larger Plate,11.30
12440,Larger Plate,11.30
12441,Larger Plate,11.30
12442,Larger Plate,11.30
12443,Larger Plate,11.30
12444,Larger Plate,11.30
12445,Larger Plate,11.30
12446,Larger Plate,11.30
12447,Larger Plate,11.30
12448,Larger Plate,11.30
12449,Larger Plate,11.30
12450,Larger Plate,11.30
12451,Larger Plate,11.30
12452,Larger Plate,11.30
12453,Larger Plate,11.30
12454,Larger Plate,11.30
12455,Larger Plate,11.30
12456,Larger Plate,11.30
12457,Larger Plate,11.30
12458,Larger Plate,11.30
12459,Larger Plate,11.30
12460,Larger Plate,11.30
12461,Larger Plate,11.30
12462,Larger Plate,11.30
12463,Larger Plate,11.30
12464,Larger Plate,11.30
12465,Larger Plate,11.30
12466,Larger Plate,11.30
12467,Larger Plate,11.30
12468,Larger Plate,11.30
12469,Larger Plate,11.30
12470,Larger Plate,11.30
12471,Larger Plate,11.30
12472,Larger Plate,11.30
12473,Larger Plate,11.30
12474,Larger Plate,11.30
12475,Larger Plate,11.30
12476,Larger Plate,11.30
12477,Larger Plate,11.30
12478,Larger Plate,11.30
12479,Larger Plate,11.30
12480,Larger Plate,11.30
12481,Larger Plate,11.30
12482,Larger Plate,11.30
12483,Larger Plate,11.30
12484,Larger Plate,11.30
12485,Larger Plate,11.30
12486,Larger Plate,11.30
12487,Larger Plate,11.30
12488,Larger Plate,11.30
12489,Larger Plate,11.30
12490,Larger Plate,11.30
12491,Larger Plate,11.30
12492,Larger Plate,11.30
12493,Larger Plate,11.30
12494,Larger Plate,11.30
12495,Larger Plate,11.30
12496,Larger Plate,11.30
12497,Larger Plate,11.30
12498,Larger Plate,11.30
12499,Larger Plate,11.30
12500,Larger Plate,11.30
12501,Larger Plate,11.30
12502,Larger Plate,11.30
12503,Larger Plate,11.30
12504,Larger Plate,11.30
12505,Larger Plate,11.30
12506,Larger Plate,11.30
12507,Larger Plate,11.30
12508,Larger Plate,11.30
12509,Larger Plate,11.30
12510,Larger Plate,11.30
12511,Larger Plate,11.30
12512,Larger Plate,11.30
12513,Larger Plate,11.30
12514,Larger Plate,11.30
12515,Larger Plate,11.30
12516,Larger Plate,11.30
12517,Larger Plate,11.30
12518,Larger Plate,11.30
12519,Larger Plate,11.30
12520,Larger Plate,11.30
12521,Larger Plate,11.30
12522,Larger Plate,11.30
12523,Larger Plate,11.30
12524,Larger Plate,11.30
12525,Larger Plate,11.30
12526,Larger Plate,11.30
12527,Larger Plate,11.30
12528,Larger Plate,11.30
12529,Larger Plate,11.30
12530,Larger Plate,11.30
12531,Larger Plate,11.30
12532,Larger Plate,11.30
12533,Larger Plate,11.30
12534,Larger Plate,11.30
12535,Larger Plate,11.30
12536,Larger Plate,11.30
12537,Larger Plate,11.30
12538,Larger Plate,11.30
12539,Larger Plate,11.30
12540,Larger Plate,11.30
12541,Larger Plate,11.30
12542,Larger Plate,11.30
12543,Larger Plate,11.30
12593,Larger Plate,11.30
12544,Larger Plate,12.70
12545,Larger Plate,12.70
12546,Larger Plate,12.70
12547,Larger Plate,12.70
12548,Larger Plate,12.70
12549,Larger Plate,12.70
12550,Larger Plate,12.70
12551,Larger Plate,12.70
12552,Larger Plate,12.70
12553,Larger Plate,12.70
12554,Larger Plate,12.70
12555,Larger Plate,12.70
12556,Larger Plate,12.70
12557,Larger Plate,12.70
12558,Larger Plate,12.70
12559,Larger Plate,12.70
12560,Larger Plate,12.70
12561,Larger Plate,12.70
12562,Larger Plate,12.70
12563,Larger Plate,12.70
12564,Larger Plate,12.70
12565,Larger Plate,12.70
12566,Larger Plate,12.70
12567,Larger Plate,12.70
12568,Larger Plate,12.70
12569,Larger Plate,12.70
12570,Larger Plate,12.70
12571,Larger Plate,12.70
12572,Larger Plate,12.70
12573,Larger Plate,12.70
12574,Larger Plate,12.70
12575,Larger Plate,12.70
12576,Larger Plate,11.30
12577,Larger Plate,11.30
12578,Larger Plate,11.30
12579,Larger Plate,11.30
12580,Larger Plate,11.30
12581,Larger Plate,11.30
12582,Larger Plate,11.30
12583,Larger Plate,11.30
12584,Larger Plate,11.30
12585,Larger Plate,11.30
12586,Larger Plate,11.30
12587,Larger Plate,11.30
12588,Larger Plate,11.30
12589,Larger Plate,11.30
12590,Larger Plate,11.30
12591,Larger Plate,11.30
12592,Larger Plate,11.30
12594,Larger Plate,11.30
12595,Larger Plate,11.30
12596,Larger Plate,11.30
12597,Larger Plate,11.30
12598,Larger Plate,11.30
12599,Larger Plate,11.30
12600,Larger Plate,11.30
12601,Larger Plate,11.30
12602,Larger Plate,11.30
12603,Larger Plate,11.30
12604,Larger Plate,11.30
12605,Larger Plate,11.30
12606,Larger Plate,11.30
12607,Larger Plate,11.30
12608,Larger Plate,11.30
12609,Larger Plate,11.30
12610,Larger Plate,11.30
12611,Larger Plate,11.30
12612,Larger Plate,11.30
12613,Larger Plate,11.30
12614,Larger Plate,11.30
12615,Larger Plate,11.30
12616,Larger Plate,11.30
12617,Larger Plate,11.30
12618,Larger Plate,11.30
12619,Larger Plate,11.30
12620,Larger Plate,11.30
12621,Larger Plate,11.30
12622,Larger Plate,11.30
12623,Larger Plate,11.30
12624,Larger Plate,11.30
12625,Larger Plate,11.30
12626,Larger Plate,11.30
12627,Larger Plate,11.30
12628,Larger Plate,11.30
12629,Larger Plate,11.30
12630,Larger Plate,11.30
12631,Larger Plate,11.30
12632,Larger Plate,11.30
12633,Larger Plate,11.30
12634,Larger Plate,11.30
12635,Larger Plate,11.30
12636,Larger Plate,11.30
12637,Larger Plate,11.30
12638,Larger Plate,11.30
12639,Larger Plate,11.30
12640,Larger Plate,11.30
12641,Larger Plate,11.30
12642,Larger Plate,11.30
12643,Larger Plate,11.30
12644,Larger Plate,11.30
12645,Larger Plate,11.30
12646,Larger Plate,11.30
12647,Larger Plate,11.30
12648,Larger Plate,11.30
12649,Larger Plate,11.30
12650,Larger Plate,11.30
12651,Larger Plate,11.30
12652,Larger Plate,11.30
12653,Larger Plate,11.30
12654,Larger Plate,11.30
12655,Larger Plate,11.30
12656,Larger Plate,11.30
12657,Larger Plate,11.30
12658,Larger Plate,11.30
12659,Larger Plate,11.30
12660,Larger Plate,11.30
12661,Larger Plate,11.30
12662,Larger Plate,11.30
12663,Larger Plate,11.30
12664,Larger Plate,11.30
12665,Larger Plate,11.30
12666,Larger Plate,11.30
12667,Larger Plate,11.30
12668,Larger Plate,11.30
12669,Larger Plate,11.30
12670,Larger Plate,11.30
12671,Larger Plate,11.30
12672,Larger Plate,11.30
12673,Larger Plate,11.30
12674,Larger Plate,11.30
12675,Larger Plate,11.30
12676,Larger Plate,11.30
12677,Larger Plate,11.30
12678,Larger Plate,11.30
12679,Larger Plate,11.30
12680,Larger Plate,11.30
12681,Larger Plate,11.30
12682,Larger Plate,11.30
12683,Larger Plate,11.30
12684,Larger Plate,11.30
12685,Larger Plate,11.30
12686,Larger Plate,11.30
12687,Larger Plate,11.30
12688,Larger Plate,11.30
12689,Larger Plate,11.30
12690,Larger Plate,11.30
12691,Larger Plate,11.30
12692,Larger Plate,11.30
12693,Larger Plate,11.30
12694,Larger Plate,11.30
12695,Larger Plate,11.30
12696,Larger Plate,11.30
12697,Larger Plate,11.30
12698,Larger Plate,11.30
12699,Larger Plate,11.30
12700,Larger Plate,11.30
12701,Larger Plate,11.30
12702,Larger Plate,11.30
12703,Larger Plate,11.30
12704,Larger Plate,11.30
12705,Larger Plate,11.30
12706,Larger Plate,11.30
12707,Larger Plate,11.30
12708,Larger Plate,11.30
12709,Larger Plate,11.30
12710,Larger Plate,11.30
12711,Larger Plate,11.30
12712,Larger Plate,11.30
12713,Larger Plate,11.30
12714,Larger Plate,11.30
12715,Larger Plate,11.30
12716,Larger Plate,11.30
12717,Larger Plate,11.30
12718,Larger Plate,11.30
12719,Larger Plate,11.30
12720,Larger Plate,11.30
12721,Larger Plate,11.30
12722,Larger Plate,11.30
12723,Larger Plate,11.30
12724,Larger Plate,11.30
12725,Larger Plate,11.30
12726,Larger Plate,11.30
12727,Larger Plate,11.30
12728,Larger Plate,11.30
12729,Larger Plate,11.30
12730,Larger Plate,11.30
12731,Larger Plate,11.30
12732,Larger Plate,11.30
12733,Larger Plate,11.30
12734,Larger Plate,11.30
12735,Larger Plate,11.30
12736,Larger Plate,12.70
12737,Larger Plate,12.70
12738,Larger Plate,12.70
12739,Larger Plate,12.70
12740,Larger Plate,12.70
12741,Larger Plate,12.70
12742,Larger Plate,12.70
12743,Larger Plate,12.70
12744,Larger Plate,12.70
12745,Larger Plate,12.70
12746,Larger Plate,12.70
12747,Larger Plate,12.70
12748,Larger Plate,12.70
12749,Larger Plate,12.70
12750,Larger Plate,12.70
12751,Larger Plate,12.70
12752,Larger Plate,12.70
12753,Larger Plate,12.70
12754,Larger Plate,12.70
12755,Larger Plate,12.70
12756,Larger Plate,12.70
12757,Larger Plate,12.70
12758,Larger Plate,12.70
12759,Larger Plate,12.70
12760,Larger Plate,12.70
12761,Larger Plate,12.70
12762,Larger Plate,12.70
12763,Larger Plate,12.70
12764,Larger Plate,12.70
12765,Larger Plate,12.70
12766,Larger Plate,12.70
12767,Larger Plate,12.70
12768,Larger Plate,11.30
12769,Larger Plate,11.30
12770,Larger Plate,11.30
12771,Larger Plate,11.30
12772,Larger Plate,11.30
12773,Larger Plate,11.30
12774,Larger Plate,11.30
12775,Larger Plate,11.30
12776,Larger Plate,11.30
12777,Larger Plate,11.30
12778,Larger Plate,11.30
12779,Larger Plate,11.30
12780,Larger Plate,11.30
12781,Larger Plate,11.30
12782,Larger Plate,11.30
12783,Larger Plate,11.30
12784,Larger Plate,11.30
12785,Larger Plate,11.30
12786,Larger Plate,11.30
12787,Larger Plate,11.30
12788,Larger Plate,11.30
12789,Larger Plate,11.30
12790,Larger Plate,11.30
12791,Larger Plate,11.30
12792,Larger Plate,11.30
12793,Larger Plate,11.30
12794,Larger Plate,11.30
12795,Larger Plate,11.30
12796,Larger Plate,11.30
12797,Larger Plate,11.30
12798,Larger Plate,11.30
12799,Larger Plate,11.30
12800,Larger Plate,11.30
12801,Larger Plate,11.30
12802,Larger Plate,11.30
12803,Larger Plate,11.30
12804,Larger Plate,11.30
12805,Larger Plate,11.30
12806,Larger Plate,11.30
12807,Larger Plate,11.30
12808,Larger Plate,11.30
12809,Larger Plate,11.30
12810,Larger Plate,11.30
12811,Larger Plate,11.30
12812,Larger Plate,11.30
12813,Larger Plate,11.30
12814,Larger Plate,11.30
12815,Larger Plate,11.30
12816,Larger Plate,11.30
12817,Larger Plate,11.30
12818,Larger Plate,11.30
12819,Larger Plate,11.30
12820,Larger Plate,11.30
12821,Larger Plate,11.30
12822,Larger Plate,11.30
12823,Larger Plate,11.30
12824,Larger Plate,11.30
12825,Larger Plate,11.30
12826,Larger Plate,11.30
12827,Larger Plate,11.30
12828,Larger Plate,11.30
12829,Larger Plate,11.30
12830,Larger Plate,11.30
12831,Larger Plate,11.30
12832,Larger Plate,11.30
12833,Larger Plate,11.30
12834,Larger Plate,11.30
12835,Larger Plate,11.30
12836,Larger Plate,11.30
12837,Larger Plate,11.30
12838,Larger Plate,11.30
12839,Larger Plate,11.30
12840,Larger Plate,11.30
12841,Larger Plate,11.30
12842,Larger Plate,11.30
12843,Larger Plate,11.30
12844,Larger Plate,11.30
12845,Larger Plate,11.30
12846,Larger Plate,11.30
12847,Larger Plate,11.30
12848,Larger Plate,11.30
12849,Larger Plate,11.30
12850,Larger Plate,11.30
12851,Larger Plate,11.30
12852,Larger Plate,11.30
12853,Larger Plate,11.30
12854,Larger Plate,11.30
12855,Larger Plate,11.30
12856,Larger Plate,11.30
12857,Larger Plate,11.30
12858,Larger Plate,11.30
12859,Larger Plate,11.30
12860,Larger Plate,11.30
12861,Larger Plate,11.30
12862,Larger Plate,11.30
12863,Larger Plate,11.30
12864,Larger Plate,11.30
12865,Larger Plate,11.30
12866,Larger Plate,11.30
12867,Larger Plate,11.30
12868,Larger Plate,11.30
12869,Larger Plate,11.30
12870,Larger Plate,11.30
12871,Larger Plate,11.30
12872,Larger Plate,11.30
12873,Larger Plate,11.30
12874,Larger Plate,11.30
12875,Larger Plate,11.30
12876,Larger Plate,11.30
12877,Larger Plate,11.30
12878,Larger Plate,11.30
12879,Larger Plate,11.30
12880,Larger Plate,11.30
12881,Larger Plate,11.30
12882,Larger Plate,11.30
12883,Larger Plate,11.30
12884,Larger Plate,11.30
12885,Larger Plate,11.30
12886,Larger Plate,11.30
12887,Larger Plate,11.30
12888,Larger Plate,11.30
12889,Larger Plate,11.30
12890,Larger Plate,11.30
12891,Larger Plate,11.30
12892,Larger Plate,11.30
12893,Larger Plate,11.30
12894,Larger Plate,11.30
12895,Larger Plate,11.30
12896,Larger Plate,11.30
12897,Larger Plate,11.30
12898,Larger Plate,11.30
12899,Larger Plate,11.30
12900,Larger Plate,11.30
12901,Larger Plate,11.30
12902,Larger Plate,11.30
12903,Larger Plate,11.30
12904,Larger Plate,11.30
12905,Larger Plate,11.30
12906,Larger Plate,11.30
12907,Larger Plate,11.30
12908,Larger Plate,11.30
12909,Larger Plate,11.30
12910,Larger Plate,11.30
12911,Larger Plate,11.30
12912,Larger Plate,11.30
12913,Larger Plate,11.30
12914,Larger Plate,11.30
12915,Larger Plate,11.30
12916,Larger Plate,11.30
12917,Larger Plate,11.30
12918,Larger Plate,11.30
12919,Larger Plate,11.30
12920,Larger Plate,11.30
12921,Larger Plate,11.30
12922,Larger Plate,11.30
12923,Larger Plate,11.30
12924,Larger Plate,11.30
12925,Larger Plate,11.30
12926,Larger Plate,11.30
12927,Larger Plate,11.30
12928,Larger Plate,12.70
12929,Larger Plate,12.70
12930,Larger Plate,12.70
12931,Larger Plate,12.70
12932,Larger Plate,12.70
12933,Larger Plate,12.70
12934,Larger Plate,12.70
12935,Larger Plate,12.70
12936,Larger Plate,12.70
12937,Larger Plate,12.70
12938,Larger Plate,12.70
12939,Larger Plate,12.70
12940,Larger Plate,12.70
12941,Larger Plate,12.70
12942,Larger Plate,12.70
12943,Larger Plate,12.70
12944,Larger Plate,12.70
12945,Larger Plate,12.70
12946,Larger Plate,12.70
12947,Larger Plate,12.70
12948,Larger Plate,12.70
12949,Larger Plate,12.70
12950,Larger Plate,12.70
12951,Larger Plate,12.70
12952,Larger Plate,12.70
12953,Larger Plate,12.70
12954,Larger Plate,12.70
12955,Larger Plate,12.70
12956,Larger Plate,12.70
12957,Larger Plate,12.70
12958,Larger Plate,12.70
12959,Larger Plate,12.70
12960,Larger Plate,11.30
12961,Larger Plate,11.30
12962,Larger Plate,11.30
12963,Larger Plate,11.30
12964,Larger Plate,11.30
12965,Larger Plate,11.30
12966,Larger Plate,11.30
12967,Larger Plate,11.30
12968,Larger Plate,11.30
12969,Larger Plate,11.30
12970,Larger Plate,11.30
12971,Larger Plate,11.30
12972,Larger Plate,11.30
12973,Larger Plate,11.30
12974,Larger Plate,11.30
12975,Larger Plate,11.30
12976,Larger Plate,11.30
12977,Larger Plate,11.30
12978,Larger Plate,11.30
12979,Larger Plate,11.30
12980,Larger Plate,11.30
12981,Larger Plate,11.30
12982,Larger Plate,11.30
12983,Larger Plate,11.30
12984,Larger Plate,11.30
12985,Larger Plate,11.30
12986,Larger Plate,11.30
12987,Larger Plate,11.30
12988,Larger Plate,11.30
12989,Larger Plate,11.30
12990,Larger Plate,11.30
12991,Larger Plate,11.30
12992,Larger Plate,11.30
12993,Larger Plate,11.30
12994,Larger Plate,11.30
12995,Larger Plate,11.30
12996,Larger Plate,11.30
12997,Larger Plate,11.30
12998,Larger Plate,11.30
12999,Larger Plate,11.30
13000,Larger Plate,11.30
13001,Larger Plate,11.30
13002,Larger Plate,11.30
13003,Larger Plate,11.30
13004,Larger Plate,11.30
13005,Larger Plate,11.30
13006,Larger Plate,11.30
13007,Larger Plate,11.30
13008,Larger Plate,11.30
13009,Larger Plate,11.30
13010,Larger Plate,11.30
13011,Larger Plate,11.30
13012,Larger Plate,11.30
13013,Larger Plate,11.30
13014,Larger Plate,11.30
13015,Larger Plate,11.30
13016,Larger Plate,11.30
13017,Larger Plate,11.30
13018,Larger Plate,11.30
13019,Larger Plate,11.30
13020,Larger Plate,11.30
13021,Larger Plate,11.30
13022,Larger Plate,11.30
13023,Larger Plate,11.30
13024,Larger Plate,11.30
13025,Larger Plate,11.30
13026,Larger Plate,11.30
13027,Larger Plate,11.30
13028,Larger Plate,11.30
13029,Larger Plate,11.30
13030,Larger Plate,11.30
13031,Larger Plate,11.30
13032,Larger Plate,11.30
13033,Larger Plate,11.30
13034,Larger Plate,11.30
13035,Larger Plate,11.30
13036,Larger Plate,11.30
13037,Larger Plate,11.30
13038,Larger Plate,11.30
13039,Larger Plate,11.30
