OrderID,TotalCost,Items,OrderDate
25066,,{702},2024-12-11 12:16:32
25067,,{1784},2024-12-11 12:18:40
25068,,{2206},2024-12-11 12:20:48
25069,,{4870},2024-12-11 12:22:56
25070,,{1377},2024-12-11 12:25:04
25071,,{3763},2024-12-11 12:27:12
25072,,{163},2024-12-11 12:29:20
25073,,{2737},2024-12-11 12:31:28
25074,,{1553},2024-12-11 12:33:36
25075,,"{5197, 5301, 1753}",2024-12-11 12:35:44
25076,,{3647},2024-12-11 12:37:52
25077,,{4387},2024-12-11 12:40:00
25078,,{784},2024-12-11 12:42:08
25079,,"{1180, 746}",2024-12-11 12:44:16
25080,,{161},2024-12-11 12:46:24
25081,,{1511},2024-12-11 12:48:32
25082,,{5262},2024-12-11 12:50:40
25083,,{3921},2024-12-11 12:52:48
25084,,{3535},2024-12-11 12:54:56
25085,,{1467},2024-12-11 12:57:04
25086,,"{5324, 802}",2024-12-11 12:59:12
25087,,{3104},2024-12-11 13:01:20
25088,,{1308},2024-12-11 13:03:28
25089,,"{1686, 1592}",2024-12-11 13:05:36
25090,,{4551},2024-12-11 13:07:44
25091,,{4944},2024-12-11 13:09:52
25092,,{5163},2024-12-11 13:12:00
25093,,"{3517, 2816}",2024-12-11 13:14:08
25094,,{2650},2024-12-11 13:16:16
25095,,{1513},2024-12-11 13:18:24
25096,,{3750},2024-12-11 13:20:32
25097,,{1213},2024-12-11 13:22:40
25098,,"{1771, 348, 705}",2024-12-11 13:24:48
25099,,{4182},2024-12-11 13:26:56
25100,,{4111},2024-12-11 13:29:04
25101,,{4171},2024-12-11 13:31:12
25102,,{2424},2024-12-11 13:33:20
25103,,{1297},2024-12-11 13:35:28
25104,,{1030},2024-12-11 13:37:36
25105,,{4903},2024-12-11 13:39:44
25106,,{3489},2024-12-11 13:41:52
25107,,{2522},2024-12-11 13:44:00
25108,,{2630},2024-12-11 13:46:08
25109,,{3679},2024-12-11 13:48:16
25110,,{944},2024-12-11 13:50:24
25111,,{1573},2024-12-11 13:52:32
25112,,{3011},2024-12-11 13:54:40
25113,,{4107},2024-12-11 13:56:48
25114,,{957},2024-12-11 13:58:56
25115,,{5070},2024-12-11 14:01:04
25116,,{3827},2024-12-11 14:03:12
25117,,{3854},2024-12-11 14:05:20
25118,,"{2286, 387}",2024-12-11 14:07:28
25119,,{140},2024-12-11 14:09:36
25120,,{5170},2024-12-11 14:11:44
25121,,{4980},2024-12-11 14:13:52
25122,,{2181},2024-12-11 14:16:00
25123,,{4596},2024-12-11 14:18:08
25124,,{279},2024-12-11 14:20:16
25125,,{4944},2024-12-11 14:22:24
25126,,{451},2024-12-11 14:24:32
25127,,{2833},2024-12-11 14:26:40
25128,,"{464, 4021, 44}",2024-12-11 14:28:48
25129,,"{5058, 685}",2024-12-11 14:30:56
25130,,{2598},2024-12-11 14:33:04
25131,,{3167},2024-12-11 14:35:12
25132,,{2762},2024-12-11 14:37:20
25133,,{277},2024-12-11 14:39:28
25134,,{2337},2024-12-11 14:41:36
25135,,{1779},2024-12-11 14:43:44
25136,,{1439},2024-12-11 14:45:52
25137,,{4433},2024-12-11 14:48:00
25138,,{515},2024-12-11 14:50:08
25139,,{1726},2024-12-11 14:52:16
25140,,{2520},2024-12-11 14:54:24
25141,,{4696},2024-12-11 14:56:32
25142,,{2562},2024-12-11 14:58:40
25143,,{4677},2024-12-11 15:00:48
25144,,{5278},2024-12-11 15:02:56
25145,,{3476},2024-12-11 15:05:04
25146,,{1120},2024-12-11 15:07:12
25147,,{1327},2024-12-11 15:09:20
25148,,{1165},2024-12-11 15:11:28
25149,,{4576},2024-12-11 15:13:36
25150,,{1300},2024-12-11 15:15:44
25151,,{3067},2024-12-11 15:17:52
25152,,{1427},2024-12-11 15:20:00
25153,,{4496},2024-12-11 15:22:08
25154,,{3047},2024-12-11 15:24:16
25155,,{4091},2024-12-11 15:26:24
25156,,{1878},2024-12-11 15:28:32
25157,,{2889},2024-12-11 15:30:40
25158,,{2916},2024-12-11 15:32:48
25159,,"{938, 3236}",2024-12-11 15:34:56
25160,,{412},2024-12-11 15:37:04
25161,,{2674},2024-12-11 15:39:12
25162,,{3432},2024-12-11 15:41:20
25163,,{222},2024-12-11 15:43:28
25164,,{2273},2024-12-11 15:45:36
25165,,{259},2024-12-11 15:47:44
25166,,{2832},2024-12-11 15:49:52
25167,,{5000},2024-12-11 15:52:00
25168,,{4934},2024-12-11 15:54:08
25169,,{3185},2024-12-11 15:56:16
25170,,{2082},2024-12-11 15:58:24
25171,,{82},2024-12-11 16:00:32
25172,,{3957},2024-12-11 16:02:40
25173,,{2538},2024-12-11 16:04:48
25174,,{91},2024-12-11 16:06:56
25175,,{4887},2024-12-11 16:09:04
25176,,{2192},2024-12-11 16:11:12
25177,,{4490},2024-12-11 16:13:20
25178,,{2560},2024-12-11 16:15:28
25179,,{5055},2024-12-11 16:17:36
25180,,{2972},2024-12-11 16:19:44
25181,,"{2115, 2600}",2024-12-11 16:21:52
25182,,{1903},2024-12-11 16:24:00
25183,,{4953},2024-12-11 16:26:08
25184,,{2766},2024-12-11 16:28:16
25185,,{4954},2024-12-11 16:30:24
25186,,"{1798, 1281}",2024-12-11 16:32:32
25187,,{4837},2024-12-11 16:34:40
25188,,{1623},2024-12-11 16:36:48
25189,,{2454},2024-12-11 16:38:56
25190,,{3095},2024-12-11 16:41:04
25191,,{3184},2024-12-11 16:43:12
25192,,{4802},2024-12-11 16:45:20
25193,,{5196},2024-12-11 16:47:28
25194,,{2331},2024-12-11 16:49:36
25195,,"{4988, 63, 4504}",2024-12-11 16:51:44
25196,,{1689},2024-12-11 16:53:52
25197,,{4866},2024-12-11 16:56:00
25198,,{542},2024-12-11 16:58:08
25199,,{2384},2024-12-11 17:00:16
25200,,{2555},2024-12-11 17:02:24
25201,,"{2012, 2253}",2024-12-11 17:04:32
25202,,{1850},2024-12-11 17:06:40
25203,,{1819},2024-12-11 17:08:48
25204,,{1358},2024-12-11 17:10:56
25205,,{3425},2024-12-11 17:13:04
25206,,{1585},2024-12-11 17:15:12
25207,,{1337},2024-12-11 17:17:20
25208,,{636},2024-12-11 17:19:28
25209,,{1520},2024-12-11 17:21:36
25210,,{2765},2024-12-11 17:23:44
25211,,{4642},2024-12-11 17:25:52
25212,,{4958},2024-12-11 17:28:00
25213,,{4423},2024-12-11 17:30:08
25214,,"{2169, 4123}",2024-12-11 17:32:16
25215,,{1360},2024-12-11 17:34:24
25216,,{5043},2024-12-11 17:36:32
25217,,{1342},2024-12-11 17:38:40
25218,,{4794},2024-12-11 17:40:48
25219,,{128},2024-12-11 17:42:56
25220,,{2631},2024-12-11 17:45:04
25221,,{1961},2024-12-11 17:47:12
25222,,{1444},2024-12-11 17:49:20
25223,,{3331},2024-12-11 17:51:28
25224,,{1957},2024-12-11 17:53:36
25225,,{1220},2024-12-11 17:55:44
25226,,{1846},2024-12-11 17:57:52
25227,,{2857},2024-12-11 18:00:00
25228,,{861},2024-12-11 18:02:08
25229,,{3080},2024-12-11 18:04:16
25230,,{3309},2024-12-11 18:06:24
25231,,{4880},2024-12-11 18:08:32
25232,,{5326},2024-12-11 18:10:40
25233,,"{4092, 635}",2024-12-11 18:12:48
25234,,{1066},2024-12-11 18:14:56
25235,,{3407},2024-12-11 18:17:04
25236,,{1755},2024-12-11 18:19:12
25237,,{3786},2024-12-11 18:21:20
25238,,{3816},2024-12-11 18:23:28
25239,,{2418},2024-12-11 18:25:36
25240,,{2065},2024-12-11 18:27:44
25241,,{267},2024-12-11 18:29:52
25242,,{4209},2024-12-11 18:32:00
25243,,{433},2024-12-11 18:34:08
25244,,{3333},2024-12-11 18:36:16
25245,,"{5144, 1510}",2024-12-11 18:38:24
25246,,{2034},2024-12-11 18:40:32
25247,,{1221},2024-12-11 18:42:40
25248,,{916},2024-12-11 18:44:48
25249,,{4000},2024-12-11 18:46:56
25250,,{5163},2024-12-11 18:49:04
25251,,{4824},2024-12-11 18:51:12
25252,,{4663},2024-12-11 18:53:20
25253,,{664},2024-12-11 18:55:28
25254,,{2912},2024-12-11 18:57:36
25255,,{2886},2024-12-11 18:59:44
25256,,{5096},2024-12-11 19:01:52
25257,,{2833},2024-12-11 19:04:00
25258,,{4874},2024-12-11 19:06:08
25259,,{1094},2024-12-11 19:08:16
25260,,{1702},2024-12-11 19:10:24
25261,,{697},2024-12-11 19:12:32
25262,,"{2941, 4913}",2024-12-11 19:14:40
25263,,{3159},2024-12-11 19:16:48
25264,,{2611},2024-12-11 19:18:56
25265,,{3146},2024-12-11 19:21:04
25266,,{4716},2024-12-11 19:23:12
25267,,{2541},2024-12-11 19:25:20
25268,,{4847},2024-12-11 19:27:28
25269,,"{4561, 4245, 4040}",2024-12-11 19:29:36
25270,,{4693},2024-12-11 19:31:44
25271,,{1568},2024-12-11 19:33:52
25272,,{5144},2024-12-11 19:36:00
25273,,{3673},2024-12-11 19:38:08
25274,,{4097},2024-12-11 19:40:16
25275,,{4442},2024-12-11 19:42:24
25276,,{1648},2024-12-11 19:44:32
25277,,{428},2024-12-11 19:46:40
25278,,{1598},2024-12-11 19:48:48
25279,,{2602},2024-12-11 19:50:56
25280,,{1028},2024-12-11 19:53:04
25281,,{2274},2024-12-11 19:55:12
25282,,{2795},2024-12-11 19:57:20
25283,,{2504},2024-12-11 19:59:28
25284,,{3777},2024-12-12 10:02:13
25285,,{3968},2024-12-12 10:04:26
25286,,"{3489, 2234}",2024-12-12 10:06:39
25287,,{1621},2024-12-12 10:08:52
25288,,{4590},2024-12-12 10:11:05
25289,,{2376},2024-12-12 10:13:18
25290,,{2714},2024-12-12 10:15:31
25291,,{2256},2024-12-12 10:17:44
25292,,{2354},2024-12-12 10:19:57
25293,,{4634},2024-12-12 10:22:10
25294,,{2163},2024-12-12 10:24:23
25295,,{4077},2024-12-12 10:26:36
25296,,{1124},2024-12-12 10:28:49
25297,,{2310},2024-12-12 10:31:02
25298,,{2021},2024-12-12 10:33:15
25299,,{3689},2024-12-12 10:35:28
25300,,{4885},2024-12-12 10:37:41
25301,,{1944},2024-12-12 10:39:54
25302,,{1251},2024-12-12 10:42:07
25303,,{4241},2024-12-12 10:44:20
25304,,{3279},2024-12-12 10:46:33
25305,,{2536},2024-12-12 10:48:46
25306,,{1623},2024-12-12 10:50:59
25307,,{2341},2024-12-12 10:53:12
25308,,{1568},2024-12-12 10:55:25
25309,,{2614},2024-12-12 10:57:38
25310,,{1308},2024-12-12 10:59:51
25311,,{5136},2024-12-12 11:02:04
25312,,{3068},2024-12-12 11:04:17
25313,,{3578},2024-12-12 11:06:30
25314,,{4828},2024-12-12 11:08:43
25315,,{3925},2024-12-12 11:10:56
25316,,{1974},2024-12-12 11:13:09
25317,,{1380},2024-12-12 11:15:22
25318,,{1121},2024-12-12 11:17:35
25319,,{2717},2024-12-12 11:19:48
25320,,{1968},2024-12-12 11:22:01
25321,,{3315},2024-12-12 11:24:14
25322,,{5187},2024-12-12 11:26:27
25323,,"{5274, 1086}",2024-12-12 11:28:40
25324,,{4303},2024-12-12 11:30:53
25325,,{2872},2024-12-12 11:33:06
25326,,{5277},2024-12-12 11:35:19
25327,,{2230},2024-12-12 11:37:32
25328,,{2605},2024-12-12 11:39:45
25329,,{554},2024-12-12 11:41:58
25330,,{360},2024-12-12 11:44:11
25331,,{3470},2024-12-12 11:46:24
25332,,{2698},2024-12-12 11:48:37
25333,,"{134, 3896}",2024-12-12 11:50:50
25334,,{5110},2024-12-12 11:53:03
25335,,{272},2024-12-12 11:55:16
25336,,{695},2024-12-12 11:57:29
25337,,{5065},2024-12-12 11:59:42
25338,,{5004},2024-12-12 12:01:55
25339,,{670},2024-12-12 12:04:08
25340,,{2533},2024-12-12 12:06:21
25341,,{2469},2024-12-12 12:08:34
25342,,{209},2024-12-12 12:10:47
25343,,{3744},2024-12-12 12:13:00
25344,,{2594},2024-12-12 12:15:13
25345,,{5264},2024-12-12 12:17:26
25346,,{465},2024-12-12 12:19:39
25347,,"{1908, 5157}",2024-12-12 12:21:52
25348,,{850},2024-12-12 12:24:05
25349,,{2324},2024-12-12 12:26:18
25350,,{2158},2024-12-12 12:28:31
25351,,{2582},2024-12-12 12:30:44
25352,,{1887},2024-12-12 12:32:57
25353,,{4710},2024-12-12 12:35:10
25354,,{1742},2024-12-12 12:37:23
25355,,{2570},2024-12-12 12:39:36
25356,,{3365},2024-12-12 12:41:49
25357,,{5245},2024-12-12 12:44:02
25358,,{1041},2024-12-12 12:46:15
25359,,{5066},2024-12-12 12:48:28
25360,,{648},2024-12-12 12:50:41
25361,,{3127},2024-12-12 12:52:54
25362,,{3224},2024-12-12 12:55:07
25363,,{851},2024-12-12 12:57:20
25364,,{4211},2024-12-12 12:59:33
25365,,{1226},2024-12-12 13:01:46
25366,,{1120},2024-12-12 13:03:59
25367,,{308},2024-12-12 13:06:12
25368,,{2085},2024-12-12 13:08:25
25369,,{4239},2024-12-12 13:10:38
25370,,{3875},2024-12-12 13:12:51
25371,,{4488},2024-12-12 13:15:04
25372,,{4236},2024-12-12 13:17:17
25373,,{2282},2024-12-12 13:19:30
25374,,{1529},2024-12-12 13:21:43
25375,,{2954},2024-12-12 13:23:56
25376,,{5108},2024-12-12 13:26:09
25377,,{850},2024-12-12 13:28:22
25378,,{2395},2024-12-12 13:30:35
25379,,{2471},2024-12-12 13:32:48
25380,,{4775},2024-12-12 13:35:01
25381,,{3380},2024-12-12 13:37:14
25382,,{4982},2024-12-12 13:39:27
25383,,{3826},2024-12-12 13:41:40
25384,,{1435},2024-12-12 13:43:53
25385,,{606},2024-12-12 13:46:06
25386,,{2366},2024-12-12 13:48:19
25387,,{1083},2024-12-12 13:50:32
25388,,{3121},2024-12-12 13:52:45
25389,,{3839},2024-12-12 13:54:58
25390,,"{888, 4265, 2283}",2024-12-12 13:57:11
25391,,{3083},2024-12-12 13:59:24
25392,,{1074},2024-12-12 14:01:37
25393,,{2909},2024-12-12 14:03:50
25394,,{1755},2024-12-12 14:06:03
25395,,{2594},2024-12-12 14:08:16
25396,,{3244},2024-12-12 14:10:29
25397,,{468},2024-12-12 14:12:42
25398,,{2343},2024-12-12 14:14:55
25399,,{158},2024-12-12 14:17:08
25400,,{4069},2024-12-12 14:19:21
25401,,{3928},2024-12-12 14:21:34
25402,,"{1598, 1060}",2024-12-12 14:23:47
25403,,{4039},2024-12-12 14:26:00
25404,,{525},2024-12-12 14:28:13
25405,,{5016},2024-12-12 14:30:26
25406,,{2896},2024-12-12 14:32:39
25407,,{2802},2024-12-12 14:34:52
25408,,{4505},2024-12-12 14:37:05
25409,,{2040},2024-12-12 14:39:18
25410,,{4943},2024-12-12 14:41:31
25411,,{1027},2024-12-12 14:43:44
25412,,{1521},2024-12-12 14:45:57
25413,,{3413},2024-12-12 14:48:10
25414,,{3560},2024-12-12 14:50:23
25415,,{1748},2024-12-12 14:52:36
25416,,{1838},2024-12-12 14:54:49
25417,,{1750},2024-12-12 14:57:02
25418,,"{2118, 2700}",2024-12-12 14:59:15
25419,,{3849},2024-12-12 15:01:28
25420,,{1391},2024-12-12 15:03:41
25421,,{2764},2024-12-12 15:05:54
25422,,{2022},2024-12-12 15:08:07
25423,,{4185},2024-12-12 15:10:20
25424,,{2295},2024-12-12 15:12:33
25425,,{3514},2024-12-12 15:14:46
25426,,{3038},2024-12-12 15:16:59
25427,,{4105},2024-12-12 15:19:12
25428,,{5233},2024-12-12 15:21:25
25429,,"{1035, 1632}",2024-12-12 15:23:38
25430,,{834},2024-12-12 15:25:51
25431,,{270},2024-12-12 15:28:04
25432,,"{366, 1212}",2024-12-12 15:30:17
25433,,{2278},2024-12-12 15:32:30
25434,,{2509},2024-12-12 15:34:43
25435,,{2276},2024-12-12 15:36:56
25436,,{2356},2024-12-12 15:39:09
25437,,{4281},2024-12-12 15:41:22
25438,,{1484},2024-12-12 15:43:35
25439,,{2800},2024-12-12 15:45:48
25440,,{3721},2024-12-12 15:48:01
25441,,{753},2024-12-12 15:50:14
25442,,{5195},2024-12-12 15:52:27
25443,,{3192},2024-12-12 15:54:40
25444,,{890},2024-12-12 15:56:53
25445,,{464},2024-12-12 15:59:06
25446,,{4326},2024-12-12 16:01:19
25447,,{1117},2024-12-12 16:03:32
25448,,{1954},2024-12-12 16:05:45
25449,,{3664},2024-12-12 16:07:58
25450,,{1728},2024-12-12 16:10:11
25451,,{3434},2024-12-12 16:12:24
25452,,{2001},2024-12-12 16:14:37
25453,,{2421},2024-12-12 16:16:50
25454,,{4504},2024-12-12 16:19:03
25455,,{4900},2024-12-12 16:21:16
25456,,{1253},2024-12-12 16:23:29
25457,,{2017},2024-12-12 16:25:42
25458,,{4197},2024-12-12 16:27:55
25459,,{1239},2024-12-12 16:30:08
25460,,{3887},2024-12-12 16:32:21
25461,,{1637},2024-12-12 16:34:34
25462,,{4265},2024-12-12 16:36:47
25463,,{2520},2024-12-12 16:39:00
25464,,{1996},2024-12-12 16:41:13
25465,,{939},2024-12-12 16:43:26
25466,,{441},2024-12-12 16:45:39
25467,,"{2752, 3709}",2024-12-12 16:47:52
25468,,{2630},2024-12-12 16:50:05
25469,,"{1412, 1455}",2024-12-12 16:52:18
25470,,{2529},2024-12-12 16:54:31
25471,,{3887},2024-12-12 16:56:44
25472,,{4925},2024-12-12 16:58:57
25473,,{5156},2024-12-12 17:01:10
25474,,"{49, 1802, 4689}",2024-12-12 17:03:23
25475,,"{871, 529, 3166}",2024-12-12 17:05:36
25476,,{501},2024-12-12 17:07:49
25477,,{3189},2024-12-12 17:10:02
25478,,{892},2024-12-12 17:12:15
25479,,{2539},2024-12-12 17:14:28
25480,,{441},2024-12-12 17:16:41
25481,,{3134},2024-12-12 17:18:54
25482,,"{2823, 553, 4695}",2024-12-12 17:21:07
25483,,{2768},2024-12-12 17:23:20
25484,,{5258},2024-12-12 17:25:33
25485,,{1915},2024-12-12 17:27:46
25486,,{2192},2024-12-12 17:29:59
25487,,{2990},2024-12-12 17:32:12
25488,,{3847},2024-12-12 17:34:25
25489,,{3365},2024-12-12 17:36:38
25490,,{4939},2024-12-12 17:38:51
25491,,{3161},2024-12-12 17:41:04
25492,,{2911},2024-12-12 17:43:17
25493,,{4041},2024-12-12 17:45:30
25494,,"{2209, 698}",2024-12-12 17:47:43
25495,,{5032},2024-12-12 17:49:56
25496,,{3321},2024-12-12 17:52:09
25497,,{833},2024-12-12 17:54:22
25498,,{2137},2024-12-12 17:56:35
25499,,"{3955, 190, 1845}",2024-12-12 17:58:48
25500,,{4328},2024-12-12 18:01:01
25501,,{2513},2024-12-12 18:03:14
25502,,{2852},2024-12-12 18:05:27
25503,,{2884},2024-12-12 18:07:40
25504,,{2251},2024-12-12 18:09:53
25505,,{4197},2024-12-12 18:12:06
25506,,{2987},2024-12-12 18:14:19
25507,,"{672, 3739}",2024-12-12 18:16:32
25508,,{2496},2024-12-12 18:18:45
25509,,{2449},2024-12-12 18:20:58
25510,,{571},2024-12-12 18:23:11
25511,,{1532},2024-12-12 18:25:24
25512,,{4358},2024-12-12 18:27:37
25513,,{1211},2024-12-12 18:29:50
25514,,{546},2024-12-12 18:32:03
25515,,{2146},2024-12-12 18:34:16
25516,,{2819},2024-12-12 18:36:29
25517,,{5158},2024-12-12 18:38:42
25518,,{1920},2024-12-12 18:40:55
25519,,{4115},2024-12-12 18:43:08
25520,,"{4045, 3007}",2024-12-12 18:45:21
25521,,{4236},2024-12-12 18:47:34
25522,,{580},2024-12-12 18:49:47
25523,,{3416},2024-12-12 18:52:00
25524,,"{4909, 2177, 4083}",2024-12-12 18:54:13
25525,,{2803},2024-12-12 18:56:26
25526,,{434},2024-12-12 18:58:39
25527,,{931},2024-12-12 19:00:52
25528,,"{4795, 2459, 498}",2024-12-12 19:03:05
25529,,{1887},2024-12-12 19:05:18
25530,,{652},2024-12-12 19:07:31
25531,,{1936},2024-12-12 19:09:44
25532,,{5204},2024-12-12 19:11:57
25533,,{213},2024-12-12 19:14:10
25534,,{1982},2024-12-12 19:16:23
25535,,{4176},2024-12-12 19:18:36
25536,,{2409},2024-12-12 19:20:49
25537,,{2549},2024-12-12 19:23:02
25538,,{595},2024-12-12 19:25:15
25539,,{2281},2024-12-12 19:27:28
25540,,{4909},2024-12-12 19:29:41
25541,,{3463},2024-12-12 19:31:54
25542,,{2639},2024-12-12 19:34:07
25543,,{4085},2024-12-12 19:36:20
25544,,{4862},2024-12-12 19:38:33
25545,,{4967},2024-12-12 19:40:46
25546,,{4351},2024-12-12 19:42:59
25547,,{29},2024-12-12 19:45:12
25548,,{5129},2024-12-12 19:47:25
25549,,{2953},2024-12-12 19:49:38
25550,,{3619},2024-12-12 19:51:51
25551,,{1432},2024-12-12 19:54:04
25552,,{3249},2024-12-12 19:56:17
25553,,{4429},2024-12-12 19:58:30
25554,,{2480},2024-12-13 10:02:07
25555,,{181},2024-12-13 10:04:14
25556,,{2471},2024-12-13 10:06:21
25557,,{4660},2024-12-13 10:08:28
25558,,{4671},2024-12-13 10:10:35
25559,,{3713},2024-12-13 10:12:42
25560,,{3968},2024-12-13 10:14:49
25561,,{3617},2024-12-13 10:16:56
25562,,{2115},2024-12-13 10:19:03
25563,,{3348},2024-12-13 10:21:10
25564,,{5287},2024-12-13 10:23:17
25565,,{856},2024-12-13 10:25:24
25566,,{5082},2024-12-13 10:27:31
25567,,{64},2024-12-13 10:29:38
25568,,{1720},2024-12-13 10:31:45
25569,,{1466},2024-12-13 10:33:52
25570,,{3764},2024-12-13 10:35:59
25571,,{1183},2024-12-13 10:38:06
25572,,{3},2024-12-13 10:40:13
25573,,{857},2024-12-13 10:42:20
25574,,{3865},2024-12-13 10:44:27
25575,,{974},2024-12-13 10:46:34
25576,,"{4278, 3296}",2024-12-13 10:48:41
25577,,{4713},2024-12-13 10:50:48
25578,,{1879},2024-12-13 10:52:55
25579,,{4939},2024-12-13 10:55:02
25580,,{535},2024-12-13 10:57:09
25581,,{2712},2024-12-13 10:59:16
25582,,{1976},2024-12-13 11:01:23
25583,,{265},2024-12-13 11:03:30
25584,,"{3458, 867}",2024-12-13 11:05:37
25585,,{2704},2024-12-13 11:07:44
25586,,{4522},2024-12-13 11:09:51
25587,,{2248},2024-12-13 11:11:58
25588,,{4894},2024-12-13 11:14:05
25589,,{166},2024-12-13 11:16:12
25590,,{5274},2024-12-13 11:18:19
25591,,{1977},2024-12-13 11:20:26
25592,,{2837},2024-12-13 11:22:33
25593,,{4293},2024-12-13 11:24:40
25594,,{2271},2024-12-13 11:26:47
25595,,{4016},2024-12-13 11:28:54
25596,,{2741},2024-12-13 11:31:01
25597,,{2570},2024-12-13 11:33:08
25598,,{3724},2024-12-13 11:35:15
25599,,{3739},2024-12-13 11:37:22
25600,,{4003},2024-12-13 11:39:29
25601,,"{3121, 5284}",2024-12-13 11:41:36
25602,,{4999},2024-12-13 11:43:43
25603,,{4781},2024-12-13 11:45:50
25604,,{5267},2024-12-13 11:47:57
25605,,{2456},2024-12-13 11:50:04
25606,,{5191},2024-12-13 11:52:11
25607,,"{3930, 1744, 3421}",2024-12-13 11:54:18
25608,,{3466},2024-12-13 11:56:25
25609,,{1656},2024-12-13 11:58:32
25610,,{4577},2024-12-13 12:00:39
25611,,{1565},2024-12-13 12:02:46
25612,,{3068},2024-12-13 12:04:53
25613,,{1605},2024-12-13 12:07:00
25614,,{3114},2024-12-13 12:09:07
25615,,{1708},2024-12-13 12:11:14
25616,,{3334},2024-12-13 12:13:21
25617,,{1768},2024-12-13 12:15:28
25618,,{4889},2024-12-13 12:17:35
25619,,{191},2024-12-13 12:19:42
25620,,{1473},2024-12-13 12:21:49
25621,,{5006},2024-12-13 12:23:56
25622,,{4114},2024-12-13 12:26:03
25623,,{4988},2024-12-13 12:28:10
25624,,"{4564, 1895}",2024-12-13 12:30:17
25625,,"{1874, 198, 426}",2024-12-13 12:32:24
25626,,{4585},2024-12-13 12:34:31
25627,,{450},2024-12-13 12:36:38
25628,,{701},2024-12-13 12:38:45
25629,,{4149},2024-12-13 12:40:52
25630,,{3014},2024-12-13 12:42:59
25631,,{3184},2024-12-13 12:45:06
25632,,{462},2024-12-13 12:47:13
25633,,"{785, 3217}",2024-12-13 12:49:20
25634,,{3141},2024-12-13 12:51:27
25635,,{5293},2024-12-13 12:53:34
25636,,{1750},2024-12-13 12:55:41
25637,,{3797},2024-12-13 12:57:48
25638,,{866},2024-12-13 12:59:55
25639,,{888},2024-12-13 13:02:02
25640,,{385},2024-12-13 13:04:09
25641,,{796},2024-12-13 13:06:16
25642,,{461},2024-12-13 13:08:23
25643,,{3656},2024-12-13 13:10:30
25644,,{5242},2024-12-13 13:12:37
25645,,{4841},2024-12-13 13:14:44
25646,,{4097},2024-12-13 13:16:51
25647,,{5237},2024-12-13 13:18:58
25648,,{4419},2024-12-13 13:21:05
25649,,{3418},2024-12-13 13:23:12
25650,,{2951},2024-12-13 13:25:19
25651,,{529},2024-12-13 13:27:26
25652,,{215},2024-12-13 13:29:33
25653,,{4347},2024-12-13 13:31:40
25654,,{5124},2024-12-13 13:33:47
25655,,{2815},2024-12-13 13:35:54
25656,,{1781},2024-12-13 13:38:01
25657,,{4025},2024-12-13 13:40:08
25658,,{4103},2024-12-13 13:42:15
25659,,"{2900, 708, 1157}",2024-12-13 13:44:22
25660,,{3246},2024-12-13 13:46:29
25661,,{3189},2024-12-13 13:48:36
25662,,{3103},2024-12-13 13:50:43
25663,,{587},2024-12-13 13:52:50
25664,,{4388},2024-12-13 13:54:57
25665,,{117},2024-12-13 13:57:04
25666,,{2286},2024-12-13 13:59:11
25667,,{3238},2024-12-13 14:01:18
25668,,{2071},2024-12-13 14:03:25
25669,,{4540},2024-12-13 14:05:32
25670,,{123},2024-12-13 14:07:39
25671,,{471},2024-12-13 14:09:46
25672,,{2244},2024-12-13 14:11:53
25673,,{807},2024-12-13 14:14:00
25674,,{571},2024-12-13 14:16:07
25675,,{4558},2024-12-13 14:18:14
25676,,{4042},2024-12-13 14:20:21
25677,,{845},2024-12-13 14:22:28
25678,,{5086},2024-12-13 14:24:35
25679,,{2925},2024-12-13 14:26:42
25680,,"{2193, 3097}",2024-12-13 14:28:49
25681,,{1047},2024-12-13 14:30:56
25682,,{4122},2024-12-13 14:33:03
25683,,{5071},2024-12-13 14:35:10
25684,,{1345},2024-12-13 14:37:17
25685,,{1245},2024-12-13 14:39:24
25686,,{456},2024-12-13 14:41:31
25687,,{5238},2024-12-13 14:43:38
25688,,"{4262, 5189}",2024-12-13 14:45:45
25689,,{2727},2024-12-13 14:47:52
25690,,{2978},2024-12-13 14:49:59
25691,,{5247},2024-12-13 14:52:06
25692,,{5262},2024-12-13 14:54:13
25693,,{1337},2024-12-13 14:56:20
25694,,{3304},2024-12-13 14:58:27
25695,,{1669},2024-12-13 15:00:34
25696,,{3991},2024-12-13 15:02:41
25697,,{4810},2024-12-13 15:04:48
25698,,{4528},2024-12-13 15:06:55
25699,,{580},2024-12-13 15:09:02
25700,,{4353},2024-12-13 15:11:09
25701,,{2435},2024-12-13 15:13:16
25702,,"{3845, 3568, 2429}",2024-12-13 15:15:23
25703,,{2274},2024-12-13 15:17:30
25704,,{4858},2024-12-13 15:19:37
25705,,"{2462, 4808}",2024-12-13 15:21:44
25706,,{4018},2024-12-13 15:23:51
25707,,{932},2024-12-13 15:25:58
25708,,{4243},2024-12-13 15:28:05
25709,,{188},2024-12-13 15:30:12
25710,,{2769},2024-12-13 15:32:19
25711,,{2633},2024-12-13 15:34:26
25712,,{1156},2024-12-13 15:36:33
25713,,{5023},2024-12-13 15:38:40
25714,,{4270},2024-12-13 15:40:47
25715,,{2713},2024-12-13 15:42:54
25716,,{2190},2024-12-13 15:45:01
25717,,{1561},2024-12-13 15:47:08
25718,,{2069},2024-12-13 15:49:15
